"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Barbara Stanisława CHROBAK - nr na liście 1";"Krzysztof MARKOWSKI - nr na liście 2";"Janusz Kazimierz CIOŁCZYK - nr na liście 3";"Krzysztof Edward PEROŃ - nr na liście 4";"Jan BOSAK - nr na liście 5";"Anna Jadwiga SPORYSZKIEWICZ - nr na liście 6";"Andrzej Marek DUDA - nr na liście 7";"Paweł DRATWA - nr na liście 8";"Stanisław Antoni BORÓWKA - nr na liście 9";"Marcin Grzegorz GÓRALCZYK - nr na liście 10";"Anna Grażyna KAŁUŻA - nr na liście 11";"Ewa Bogusława PARADZIŃSKA - nr na liście 12";"Ewa Barbara JANIK - nr na liście 13";"Cezary Adam DOBROWOLSKI - nr na liście 14";"Agata Elżbieta BEBEŃCA - nr na liście 15";"Eliza Maria LABOCHA - nr na liście 16";"Tomasz Adam KMITA - nr na liście 17";"Stanisław DĄBROWA - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Ewa Danuta MALIK - nr na liście 1";"Waldemar Franciszek ANDZEL - nr na liście 2";"Robert Piotr WARWAS - nr na liście 3";"Danuta Czesława NOWICKA - nr na liście 4";"Maria MATERLA - nr na liście 5";"Marcin Henryk KOZIK - nr na liście 6";"Małgorzata Wioletta ZARYCHTA-SURÓWKA - nr na liście 7";"Zbigniew Józef PIĄTEK - nr na liście 8";"Bożena Grażyna SZYDLIK - nr na liście 9";"Kazimierz Czesław WILK - nr na liście 10";"Lena Marzena WARDENGA - nr na liście 11";"Maciej Daniel DERELA - nr na liście 12";"Beata Elżbieta CIEŚLIK - nr na liście 13";"Paweł Ludwik SZOPA - nr na liście 14";"Ewa Irena TRAWCZYŃSKA - nr na liście 15";"Zenon Zygmunt GŁĄB - nr na liście 16";"Łukasz CURYŁO - nr na liście 17";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Włodzimierz CZARZASTY - nr na liście 1";"Rafał Jan ADAMCZYK - nr na liście 2";"Anita Kornelia ZIEGLER-CHAMIELEC - nr na liście 3";"Wojciech Marcin NITWINKO - nr na liście 4";"Łukasz Karol LITEWKA - nr na liście 5";"Magdalena Monika KOT - nr na liście 6";"Wacław Michał CHUDZIKIEWICZ - nr na liście 7";"Marta DZIUBKA - nr na liście 8";"Adrian Paweł KUŹNICKI - nr na liście 9";"Ewa Katarzyna PÓŁTORAK - nr na liście 10";"Małgorzata ŁUBEK - nr na liście 11";"Marcin Rafał GŁADKOWSKI - nr na liście 12";"Anna Ewa FILIK - nr na liście 13";"Aleksandra Maria GRANAT - nr na liście 14";"Damian Leszek ŁUKASIK - nr na liście 15";"Urszula CZAJER - nr na liście 16";"Łukasz Rafał CIASTOŃ - nr na liście 17";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Jerzy Jan JANOSKA - nr na liście 1";"Marcin Czesław KOLCZYK - nr na liście 2";"Waldemar SIKORA - nr na liście 3";"Grzegorz Ryszard OLEKSIEWICZ - nr na liście 4";"Artur Karol JAKÓBIK - nr na liście 5";"Olga Kinga KLARCZYŃSKA - nr na liście 6";"Monika Mirella KRZYŻAK - nr na liście 7";"Jagoda Magda KOCLĘGA - nr na liście 8";"Renata Aleksandra CYGAN - nr na liście 9";"Ryszard Zbigniew MIZDRA - nr na liście 10";"Wojciech Andrzej GRABOWSKI - nr na liście 11";"Dominika Agnieszka SURMIK - nr na liście 12";"Robert Paweł CIEŚLIK - nr na liście 13";"Małgorzata Halina DĄBROWSKA - nr na liście 14";"Magdalena Ilona LOREK - nr na liście 15";"Ewelina Magdalena GOREL - nr na liście 16";"Sylwia OSIAL - nr na liście 17";"Krzysztof Adam PAŁKA - nr na liście 18";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Wojciech Paweł SAŁUGA - nr na liście 1";"Barbara DOLNIAK - nr na liście 2";"Mateusz Andrzej BOCHENEK - nr na liście 3";"Anna Ewa NEMŚ - nr na liście 4";"Marek Romuald WĘGRZYNOWICZ - nr na liście 5";"Bożena Irena ŁAPAJ - nr na liście 6";"Maciej Artur KLIMEK - nr na liście 7";"Teresa Mieczysława KOSMALA-GĄSIOR - nr na liście 8";"Marcin Jakub ZAPART - nr na liście 9";"Paweł SZCZEPANEK - nr na liście 10";"Ryszard Tadeusz MILEJ - nr na liście 11";"Jarosław Jacek SOCHACKI - nr na liście 12";"Renata Janina SOLIPIWKO - nr na liście 13";"Ewa Barbara SKOTALCZYK - nr na liście 14";"Marcin Bernard JANECZEK - nr na liście 15";"Małgorzata Agata OCHĘDUSZKO-LUDWIK - nr na liście 16";"Elżbieta Joanna LIEGMANN - nr na liście 17";"Jolanta Izabela MOĆKO - nr na liście 18"
"b7e9-eb44-f402-bc73-b9f8-0f75-cefc-9aa0";"241602";"32";"15";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Józefa Piłsudskiego 117, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"799";"887";"181";"618";"4";"6";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"2";"1";"1";"0";"616";"43";"15";"1";"0";"20";"0";"0";"0";"1";"1";"2";"1";"0";"0";"0";"0";"0";"0";"2";"199";"68";"24";"14";"53";"0";"13";"2";"2";"8";"1";"3";"1";"0";"1";"3";"0";"6";"112";"73";"9";"2";"0";"3";"8";"1";"4";"8";"1";"0";"0";"1";"1";"0";"1";"0";"28";"16";"2";"0";"1";"1";"1";"2";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"234";"7";"45";"4";"157";"3";"1";"2";"0";"0";"0";"0";"11";"2";"0";"1";"0";"1";"0"
"4510-6bcc-791a-2259-2799-88ee-aad8-689e";"241602";"32";"16";"miasto";"stały";"Przedszkole Nr 5, ul. Stanisława Moniuszki 9, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"900";"965";"370";"530";"2";"2";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"4";"4";"0";"0";"526";"34";"6";"2";"0";"21";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"233";"93";"34";"14";"56";"6";"7";"1";"6";"5";"3";"1";"1";"3";"0";"1";"0";"2";"95";"60";"4";"6";"2";"2";"11";"0";"0";"7";"2";"0";"0";"0";"1";"0";"0";"0";"26";"17";"0";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"3";"138";"8";"19";"3";"101";"2";"1";"0";"0";"0";"0";"0";"2";"1";"0";"0";"1";"0";"0"
"e67e-a630-1682-54f6-d65f-f470-cca3-812b";"241602";"32";"17";"miasto";"stały";"Miejski Ośrodek Kultury ""CENTRUM"", ul. Piastowska 1, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"850";"934";"271";"579";"1";"3";"1";"1";"0";"0";"0";"0";"1";"580";"1";"0";"580";"1";"1";"0";"0";"579";"35";"6";"1";"0";"24";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"213";"80";"30";"19";"61";"2";"5";"0";"5";"3";"0";"1";"0";"3";"0";"2";"1";"1";"102";"57";"13";"7";"1";"1";"10";"0";"1";"6";"0";"0";"2";"1";"1";"0";"0";"2";"68";"49";"2";"3";"0";"0";"1";"2";"1";"1";"0";"3";"0";"1";"0";"2";"0";"0";"3";"161";"6";"21";"1";"118";"0";"0";"0";"1";"0";"1";"0";"10";"0";"1";"1";"0";"0";"1"
"c4f3-6ef0-2723-ea26-e063-aa44-78d5-3081";"241602";"32";"18";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Józefa Piłsudskiego 117, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"800";"878";"324";"476";"2";"1";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"3";"3";"0";"0";"473";"29";"9";"1";"0";"13";"1";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"1";"210";"97";"25";"22";"44";"7";"2";"0";"2";"2";"3";"0";"1";"3";"0";"1";"0";"1";"81";"49";"11";"4";"1";"4";"2";"0";"1";"4";"1";"0";"0";"1";"1";"2";"0";"0";"36";"23";"0";"2";"0";"0";"0";"0";"5";"0";"0";"0";"1";"2";"0";"1";"0";"0";"2";"117";"5";"23";"1";"77";"1";"0";"0";"2";"0";"0";"0";"5";"0";"0";"0";"2";"0";"1"
"195a-73b9-4648-aefb-9b7c-ccec-77e2-bebc";"241602";"32";"19";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Józefa Piłsudskiego 117, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1000";"1086";"351";"649";"0";"0";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"3";"1";"2";"0";"646";"38";"10";"1";"1";"18";"1";"0";"0";"1";"0";"0";"0";"0";"3";"1";"2";"0";"0";"0";"265";"110";"43";"19";"61";"1";"7";"0";"8";"2";"1";"1";"0";"3";"5";"1";"0";"3";"126";"72";"7";"5";"0";"1";"15";"0";"3";"11";"5";"2";"0";"0";"2";"1";"0";"2";"49";"32";"4";"0";"0";"2";"0";"1";"4";"2";"0";"1";"0";"0";"1";"0";"1";"0";"1";"168";"9";"32";"2";"114";"3";"1";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0"
"dedb-d9f4-e0d7-3b3d-2694-a560-7413-c623";"241602";"32";"20";"miasto";"stały";"Zespół Szkół Ekonomicznych w Zawierciu, ul. Macieja Rataja 30, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1000";"1107";"397";"603";"0";"3";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"5";"4";"1";"0";"597";"31";"2";"0";"0";"24";"0";"0";"0";"2";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"220";"98";"31";"10";"52";"3";"5";"1";"2";"6";"4";"1";"0";"3";"1";"2";"1";"0";"117";"58";"12";"4";"2";"6";"19";"0";"2";"10";"1";"1";"0";"0";"0";"0";"0";"2";"65";"45";"8";"0";"0";"0";"0";"1";"6";"0";"0";"1";"0";"2";"0";"0";"0";"0";"2";"164";"4";"27";"1";"114";"1";"2";"1";"1";"0";"1";"0";"11";"0";"0";"0";"0";"0";"1"
"a25d-b9c3-820b-16e3-565b-39b0-6121-7626";"241602";"32";"21";"miasto";"stały";"Zespół Szkół Ekonomicznych w Zawierciu, ul. Macieja Rataja 30, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"949";"1032";"318";"631";"1";"0";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"10";"7";"3";"0";"621";"54";"8";"0";"0";"39";"0";"0";"2";"0";"1";"3";"1";"0";"0";"0";"0";"0";"0";"0";"209";"72";"26";"12";"67";"2";"4";"0";"3";"3";"3";"1";"3";"3";"0";"3";"1";"6";"105";"57";"6";"4";"3";"4";"12";"0";"5";"8";"1";"0";"2";"0";"0";"0";"2";"1";"77";"59";"5";"0";"1";"1";"1";"0";"0";"2";"0";"0";"0";"1";"0";"0";"2";"1";"4";"176";"7";"22";"4";"123";"1";"0";"0";"3";"1";"0";"0";"12";"0";"0";"3";"0";"0";"0"
"51a5-ba66-69cb-e868-1bba-df41-bf65-c1cc";"241602";"32";"22";"miasto";"stały";"Zespół Szkół im. Gen. Józefa Bema, ul. Parkowa 7, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1200";"1274";"368";"832";"1";"0";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"9";"3";"6";"0";"821";"50";"5";"0";"0";"34";"0";"0";"2";"0";"0";"0";"3";"0";"0";"0";"0";"1";"1";"4";"340";"146";"34";"23";"96";"3";"8";"1";"7";"8";"2";"0";"2";"2";"0";"2";"1";"5";"114";"65";"5";"5";"0";"2";"9";"1";"1";"17";"1";"0";"0";"0";"1";"2";"1";"4";"75";"47";"5";"1";"0";"2";"2";"1";"6";"1";"1";"1";"0";"0";"0";"0";"0";"4";"4";"242";"3";"27";"1";"190";"3";"0";"1";"0";"0";"0";"0";"13";"1";"0";"3";"0";"0";"0"
"c318-1c76-481c-8193-f850-5773-17c3-6f61";"241602";"32";"23";"miasto";"stały";"Zespół Szkół im. Gen. Józefa Bema, ul. Parkowa 7, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"800";"863";"262";"538";"0";"2";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"10";"9";"1";"0";"528";"24";"8";"1";"0";"12";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"213";"81";"25";"17";"65";"3";"4";"0";"3";"5";"0";"0";"0";"3";"1";"1";"2";"3";"108";"58";"13";"2";"0";"0";"8";"0";"2";"18";"1";"0";"0";"1";"2";"1";"0";"2";"39";"24";"2";"2";"0";"0";"1";"0";"0";"2";"0";"2";"0";"0";"0";"1";"0";"0";"5";"144";"6";"23";"3";"99";"1";"1";"0";"0";"0";"0";"0";"8";"0";"0";"2";"1";"0";"0"
"6325-9784-ac86-2e93-9569-0273-3412-a5d4";"241602";"32";"24";"miasto";"stały";"Przedszkole Nr 15, ul. Wierzbowa 27, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"900";"958";"283";"617";"0";"3";"1";"1";"0";"0";"0";"0";"1";"618";"1";"0";"618";"6";"3";"3";"0";"612";"25";"4";"2";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2";"210";"84";"33";"14";"57";"3";"5";"1";"0";"6";"0";"1";"0";"0";"0";"1";"2";"3";"130";"80";"10";"5";"2";"2";"15";"0";"2";"9";"1";"0";"1";"0";"1";"1";"0";"1";"46";"29";"0";"0";"1";"0";"0";"0";"6";"1";"1";"0";"1";"0";"0";"1";"0";"0";"6";"201";"8";"38";"1";"144";"0";"0";"0";"0";"0";"0";"0";"8";"1";"0";"1";"0";"0";"0"
"84f0-8d8a-73b4-2857-df50-9ab4-0d45-d58e";"241602";"32";"25";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Mieczysława Niedziałkowskiego 21, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1011";"295";"655";"0";"2";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"8";"4";"4";"0";"647";"35";"9";"2";"0";"15";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"3";"239";"79";"49";"17";"53";"4";"6";"1";"5";"5";"4";"1";"1";"5";"2";"0";"2";"5";"125";"75";"13";"3";"3";"2";"9";"1";"1";"10";"3";"0";"0";"0";"0";"5";"0";"0";"54";"32";"5";"1";"2";"0";"0";"1";"5";"1";"1";"0";"0";"1";"0";"2";"0";"0";"3";"194";"13";"30";"1";"145";"1";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0"
"c1f7-f560-5535-0181-1f20-9f1a-1757-dbcf";"241602";"32";"26";"miasto";"stały";"Ośrodek Sportu i Rekreacji, ul. Stanisława Moniuszki 10, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"750";"818";"359";"391";"0";"1";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"8";"6";"2";"0";"383";"31";"5";"1";"0";"19";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"3";"128";"66";"12";"4";"29";"2";"0";"1";"1";"2";"1";"1";"0";"2";"0";"1";"3";"3";"81";"42";"7";"2";"1";"2";"9";"0";"1";"9";"1";"1";"0";"0";"1";"2";"1";"2";"36";"21";"0";"0";"1";"0";"2";"1";"2";"2";"0";"0";"0";"3";"0";"0";"0";"1";"3";"107";"2";"16";"3";"77";"2";"0";"0";"1";"0";"0";"0";"5";"0";"1";"0";"0";"0";"0"
"1ad3-4c5b-7444-e151-9433-11e3-96da-4645";"241602";"32";"27";"miasto";"stały";"Ośrodek Sportu i Rekreacji, ul. Stanisława Moniuszki 10, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"750";"807";"344";"406";"0";"0";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"2";"1";"1";"0";"404";"29";"3";"0";"0";"19";"1";"2";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"125";"40";"20";"7";"27";"5";"2";"3";"2";"5";"1";"0";"1";"4";"2";"0";"3";"3";"74";"38";"10";"2";"1";"0";"6";"0";"0";"11";"2";"0";"0";"0";"1";"2";"1";"0";"38";"25";"1";"2";"0";"0";"1";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"3";"3";"138";"2";"29";"1";"90";"1";"0";"0";"0";"0";"1";"0";"11";"1";"0";"0";"1";"0";"1"
"88a8-cdd9-332e-b122-064c-609e-0022-9781";"241602";"32";"28";"miasto";"stały";"Remiza Ochotniczej Staży Pożarnej Blanowice, ul. Olendry 10, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1100";"1199";"338";"762";"0";"2";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"4";"3";"1";"0";"758";"27";"4";"0";"0";"13";"0";"2";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"310";"124";"40";"16";"101";"3";"1";"1";"5";"9";"2";"0";"0";"2";"1";"1";"0";"4";"134";"83";"9";"4";"0";"2";"11";"0";"3";"13";"0";"0";"0";"1";"0";"4";"4";"0";"51";"38";"1";"1";"0";"0";"3";"1";"3";"0";"0";"0";"1";"1";"0";"1";"0";"0";"1";"236";"8";"37";"2";"164";"2";"4";"0";"0";"0";"2";"0";"16";"0";"0";"1";"0";"0";"0"
"68af-2307-20c4-f25e-6f18-e7e2-5deb-0c37";"241602";"32";"29";"miasto";"stały";"Remiza Ochotniczej Staży Pożarnej Skarżyce, ul. Skarżycka 4, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"501";"550";"141";"360";"0";"5";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"1";"1";"0";"0";"359";"21";"6";"2";"0";"8";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"216";"89";"22";"8";"67";"2";"4";"0";"1";"12";"4";"1";"1";"1";"1";"1";"2";"0";"28";"11";"1";"3";"0";"1";"8";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"14";"12";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"4";"14";"1";"58";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0"
"6519-12af-3560-b0aa-4d0e-4941-9027-6f43";"241602";"32";"30";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Oświatowa 55, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"800";"878";"220";"580";"0";"0";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"2";"1";"1";"0";"578";"34";"12";"1";"0";"10";"1";"0";"2";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0";"4";"218";"91";"27";"4";"64";"4";"2";"0";"4";"10";"2";"0";"0";"1";"4";"2";"0";"3";"118";"63";"6";"7";"1";"3";"8";"0";"2";"19";"2";"0";"0";"3";"1";"3";"0";"0";"39";"19";"2";"2";"1";"1";"0";"0";"3";"2";"1";"1";"1";"0";"0";"0";"0";"1";"5";"169";"6";"18";"1";"137";"0";"1";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"1";"0"
"a9c5-0651-4adb-4c93-60a6-c626-a033-b3ad";"241602";"32";"31";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Oświatowa 55, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"900";"960";"280";"620";"0";"1";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"2";"1";"1";"0";"618";"37";"8";"1";"0";"17";"1";"0";"2";"2";"0";"1";"0";"0";"0";"0";"0";"2";"1";"2";"231";"100";"27";"14";"66";"4";"2";"2";"1";"6";"1";"0";"1";"1";"0";"0";"0";"6";"94";"71";"10";"4";"0";"0";"3";"2";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"53";"31";"2";"1";"1";"5";"0";"3";"0";"2";"0";"3";"0";"0";"0";"0";"0";"1";"4";"203";"12";"29";"4";"151";"1";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0"
"de01-3380-4d7e-7b32-4681-6684-c163-5fc3";"241602";"32";"32";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Zarzecze 2, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1200";"1335";"373";"827";"0";"0";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"8";"3";"5";"0";"819";"45";"7";"4";"0";"20";"1";"1";"0";"5";"1";"0";"1";"0";"1";"0";"0";"0";"0";"4";"375";"125";"112";"18";"81";"5";"6";"1";"4";"1";"0";"3";"1";"6";"3";"0";"2";"7";"116";"54";"14";"4";"0";"8";"20";"1";"5";"5";"0";"0";"0";"0";"0";"2";"0";"3";"51";"32";"1";"1";"1";"1";"1";"0";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"9";"232";"16";"35";"4";"130";"1";"0";"1";"0";"0";"0";"0";"40";"1";"0";"3";"0";"0";"1"
"9ae2-49fb-276d-c177-161d-8d9d-ee6c-7c6f";"241602";"32";"33";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. 11 Listopada 22, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1021";"318";"632";"2";"0";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"4";"2";"2";"0";"628";"41";"11";"2";"0";"15";"0";"0";"4";"2";"0";"1";"2";"0";"0";"0";"0";"3";"0";"1";"245";"94";"47";"16";"42";"4";"8";"3";"6";"9";"1";"0";"1";"2";"1";"0";"2";"9";"105";"57";"12";"3";"0";"2";"16";"0";"5";"7";"0";"0";"1";"0";"1";"0";"0";"1";"52";"37";"3";"0";"0";"0";"1";"3";"3";"0";"0";"2";"0";"0";"1";"1";"0";"0";"1";"185";"4";"27";"4";"128";"6";"1";"0";"0";"0";"1";"0";"9";"1";"0";"1";"1";"1";"1"
"aebf-372b-6027-5bc6-78b2-6250-c6de-1973";"241602";"32";"34";"miasto";"stały";"Przedszkole Nr 2, ul. Marszałkowska 28, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1100";"1227";"574";"526";"1";"3";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"9";"5";"4";"0";"516";"44";"4";"7";"0";"16";"1";"0";"0";"0";"0";"0";"4";"2";"1";"0";"1";"2";"0";"6";"220";"82";"39";"19";"48";"0";"7";"1";"7";"4";"2";"0";"0";"2";"1";"3";"1";"4";"59";"32";"8";"2";"1";"1";"5";"0";"3";"3";"0";"0";"1";"0";"2";"0";"0";"1";"62";"41";"3";"1";"1";"1";"1";"0";"5";"2";"1";"2";"0";"0";"0";"0";"0";"1";"3";"131";"6";"19";"4";"94";"0";"2";"1";"0";"0";"0";"0";"4";"0";"0";"1";"0";"0";"0"
"3ffd-60a1-24b6-9821-2a03-8914-565d-893f";"241602";"32";"35";"miasto";"stały";"Zespół Szkół i Placówek im. Hugona Kołłątaja, ul. Miodowa 1, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"1150";"1263";"401";"749";"0";"3";"0";"0";"0";"0";"0";"0";"0";"749";"0";"0";"749";"8";"8";"0";"0";"741";"49";"8";"1";"0";"30";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"3";"0";"1";"269";"119";"37";"19";"64";"2";"5";"3";"0";"5";"2";"0";"1";"1";"6";"0";"1";"4";"115";"56";"15";"4";"2";"3";"9";"0";"5";"9";"6";"0";"0";"0";"0";"2";"2";"2";"68";"48";"3";"3";"2";"0";"1";"2";"3";"0";"1";"2";"0";"0";"1";"0";"0";"0";"2";"240";"12";"47";"3";"159";"5";"2";"3";"0";"0";"1";"0";"7";"0";"1";"0";"0";"0";"0"
"f275-06c7-0646-b223-c306-615e-d4df-d045";"241602";"32";"36";"miasto";"stały";"Regionalne Centrum Kształcenia Ustawicznego w Sosnowcu, ul. Żabia 19b Filia Zawiercie, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"950";"1011";"320";"630";"0";"1";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"10";"8";"2";"0";"620";"31";"6";"1";"0";"13";"0";"0";"2";"0";"0";"0";"1";"0";"1";"0";"0";"4";"1";"2";"291";"118";"60";"24";"54";"2";"10";"1";"3";"3";"3";"0";"0";"3";"0";"1";"3";"6";"93";"55";"10";"4";"2";"0";"8";"0";"0";"13";"0";"0";"0";"0";"0";"1";"0";"0";"40";"30";"1";"1";"0";"0";"2";"0";"1";"1";"0";"2";"0";"0";"0";"0";"0";"1";"1";"165";"12";"26";"3";"119";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0"
"e9f9-6a1a-5c94-740f-4e68-141d-3025-9b6d";"241602";"32";"37";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Wierzbowa 4, 42-400 Zawiercie";"m. Zawiercie";"zawierciański";"śląskie";"750";"845";"230";"520";"1";"3";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"2";"2";"0";"0";"518";"41";"6";"1";"0";"21";"1";"0";"1";"2";"0";"0";"0";"0";"3";"0";"0";"1";"1";"4";"193";"91";"21";"8";"56";"6";"1";"0";"5";"3";"0";"0";"0";"1";"0";"0";"1";"0";"102";"62";"5";"3";"1";"1";"10";"0";"0";"18";"0";"0";"0";"0";"1";"0";"1";"0";"37";"23";"0";"4";"2";"0";"0";"1";"3";"1";"0";"0";"1";"0";"0";"0";"0";"0";"2";"145";"2";"32";"0";"96";"0";"0";"0";"0";"0";"0";"2";"9";"1";"1";"2";"0";"0";"0"
