"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Magdalena Maria KOCHAN";"Edward KOSMAL"
"2c78-8336-a333-8b41-e478-391a-7c89-9b23";"321204";"98";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Żuków 38, 73-115 Dolice";"gm. Przelewice";"pyrzycki";"zachodniopomorskie";"1000";"1096";"558";"442";"0";"1";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"15";"4";"11";"0";"427";"163";"264"
"0f4d-55a1-1e90-db3b-fe3c-9c3c-4142-b82d";"321205";"98";"1";"miasto";"stały";"Przedszkole Publiczne nr 4, ul. Zabytkowa 50, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"1290";"1391";"421";"869";"3";"1";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"42";"14";"28";"0";"827";"419";"408"
"cbfe-1fe8-bd80-8493-0ab4-f5ef-db30-9d32";"321205";"98";"2";"miasto";"stały";"Zespół Szkół nr 1, ul. Lipiańska 2, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"830";"909";"295";"535";"1";"3";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"28";"8";"20";"0";"506";"300";"206"
"3251-9aad-879b-8f6c-a8e4-e310-20b7-c081";"321205";"98";"3";"miasto";"stały";"Szkoła Podstawowa w Pyrzycach, ul. Tadeusza Rejtana 6, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"2060";"2239";"813";"1247";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1247";"0";"0";"1247";"46";"10";"36";"0";"1201";"627";"574"
"eda0-db8a-ec03-5c91-eb0b-2b40-1247-2afd";"321205";"98";"4";"miasto";"stały";"Przedszkole Publiczne nr 3 z Oddziałem Integracyjnym, ul. Gabriela Narutowicza 5, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"720";"773";"289";"431";"1";"0";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"13";"6";"7";"0";"418";"212";"206"
"dd7c-c739-c36d-2807-718d-499b-91d6-e916";"321205";"98";"5";"miasto";"stały";"Świetlica Spółdzielni Mieszkaniowej, ul. Jana Henryka Dąbrowskiego 15, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"1450";"1565";"479";"971";"3";"4";"1";"1";"0";"0";"0";"0";"1";"969";"1";"0";"969";"42";"8";"34";"0";"927";"504";"423"
"32b7-c6b3-dd08-f1a6-5bfd-b8da-1de3-99e0";"321205";"98";"6";"miasto";"stały";"Szkoła Podstawowa z Oddziałami intergacyjnymi, ul. Poznańska 2, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"1440";"1560";"538";"902";"1";"1";"2";"1";"0";"0";"0";"0";"1";"903";"1";"0";"903";"30";"8";"22";"0";"873";"487";"386"
"24fd-4f62-c3d9-e3f1-03f5-ab17-5500-7b16";"321205";"98";"7";"miasto";"stały";"Świetlica Osiedla, ul. Słoneczna 11, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"1040";"1153";"357";"683";"1";"2";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"38";"8";"30";"0";"645";"378";"267"
"84e0-b7b1-6823-b068-20f3-6e68-5af4-755b";"321205";"98";"8";"wieś";"stały";"Szkoła Podstawowa Żabów, Żabów 8, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"1758";"1930";"837";"921";"0";"0";"0";"0";"0";"0";"0";"0";"0";"921";"0";"0";"921";"45";"7";"38";"0";"876";"437";"439"
"e9fe-7547-38ff-aa22-ff99-6fe9-ffcb-04b8";"321205";"98";"9";"wieś";"stały";"Szkoła Podstawowa Okunica, Okunica 23, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"700";"778";"279";"421";"0";"1";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"9";"4";"5";"0";"412";"160";"252"
"229c-d966-3e57-9f84-1c25-6eb6-47fa-b519";"321205";"98";"10";"wieś";"stały";"Świetlica Wiejska Brzesko 119, Brzesko 119, 74-211 Brzesko";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"960";"1049";"303";"657";"0";"1";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"24";"10";"14";"0";"633";"229";"404"
"ee06-ed89-48fc-c066-303e-9405-c406-3a04";"321205";"98";"11";"wieś";"stały";"Świetlica Wiejska Mielęcin 42A, ul. Główna 42A, 74-230 Mielęcin";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"760";"841";"377";"383";"0";"1";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"13";"3";"10";"0";"370";"139";"231"
"a113-b88b-5155-c2db-14cb-7085-8c1f-8f78";"321205";"98";"12";"wieś";"stały";"Świetlica Wiejska Krzemlin 28, Krzemlin 28, 74-230 Mielęcin";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"540";"580";"258";"282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"15";"5";"10";"0";"267";"123";"144"
"f097-1c07-758d-39a0-eae0-8013-d5e6-e11e";"321205";"98";"13";"miasto";"zakład leczniczy";"Szpital Powiatowy w Pyrzycach-sala konferencyjna, ul. Jana Pawła II 2, 74-200 Pyrzyce";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"140";"105";"125";"15";"0";"2";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"0";"0";"0";"0";"15";"6";"9"
"e033-e256-2406-2b56-25f1-409e-5d23-3b15";"321206";"98";"1";"wieś";"stały";"Dom Strażaka, Warnice 36A, 74-201 Warnice";"gm. Warnice";"pyrzycki";"zachodniopomorskie";"1440";"1547";"701";"739";"0";"0";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"34";"8";"26";"0";"705";"254";"451"
"6fe5-790a-776c-917a-5fa9-9463-2c3f-af2e";"321206";"98";"2";"wieś";"stały";"Szkoła Podstawowa, Stary Przylep 60, 74-211 Brzesko";"gm. Warnice";"pyrzycki";"zachodniopomorskie";"1070";"1153";"519";"551";"0";"0";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"21";"5";"16";"0";"530";"185";"345"
"09a8-a32c-2af7-4136-67ed-89dd-3284-388c";"321401";"98";"1";"miasto";"stały";"Przedszkole Miejskie Nr 5, ul. Lechicka 11, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"2001";"2182";"532";"1469";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1469";"0";"0";"1469";"61";"33";"28";"0";"1408";"924";"484"
"1452-176a-e76f-67e6-0ff5-a1f2-a1a9-e7ff";"321401";"98";"2";"miasto";"stały";"Szkoła Podstawowa Nr 7, Plac Majdanek 13, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1750";"1902";"587";"1163";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1163";"0";"0";"1163";"47";"35";"12";"0";"1116";"726";"390"
"51d6-fd1c-04fa-3629-8d2c-c3e9-d1bd-646a";"321401";"98";"3";"miasto";"stały";"Żłobek Miejski ""Leśna Polana"", os. Zachód A4, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1639";"1778";"571";"1068";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1068";"0";"0";"1068";"34";"27";"7";"0";"1034";"701";"333"
"74ff-e8bf-2b16-04d7-1e88-db1f-5672-ef3d";"321401";"98";"4";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. Szkolna 2, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1468";"1642";"440";"1028";"0";"4";"2";"2";"0";"0";"0";"0";"2";"1030";"2";"0";"1030";"30";"8";"22";"0";"1000";"619";"381"
"ad1d-8272-99ea-3f54-0ca0-471b-c5be-68df";"321401";"98";"5";"miasto";"stały";"Szkoła Podstawowa Nr 11, Osiedle Zachód B15, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1249";"1367";"367";"882";"1";"5";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"33";"6";"27";"0";"849";"508";"341"
"f27d-edd6-c359-fc7b-b8cd-67e6-98a2-512f";"321401";"98";"6";"miasto";"stały";"Szkoła Podstawowa Nr 2, Osiedle Zachód A5, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1220";"1318";"388";"832";"1";"8";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"43";"7";"36";"0";"789";"376";"413"
"7b6a-a7c2-7998-e988-7a65-a42b-a09b-d125";"321401";"98";"7";"miasto";"stały";"Przedszkole Miejskie Nr 4, Osiedle Zachód B2, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1399";"1547";"342";"1057";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"31";"9";"22";"0";"1023";"619";"404"
"9e23-5268-02e0-0725-7cb6-1857-1f5a-b6a4";"321401";"98";"8";"miasto";"stały";"Przedszkole Miejskie Nr 3, Osiedle Zachód A18, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1250";"1379";"365";"885";"1";"6";"0";"0";"0";"0";"0";"0";"0";"885";"0";"0";"885";"31";"7";"24";"0";"854";"502";"352"
"6197-e941-4823-2d90-88b9-612d-c4de-8d73";"321401";"98";"9";"miasto";"stały";"Zespół Szkół Nr 2, Osiedle Zachód B15/a, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1280";"1387";"398";"882";"0";"5";"0";"0";"0";"0";"0";"0";"0";"881";"0";"0";"881";"27";"9";"18";"0";"854";"509";"345"
"c6a2-b8c8-a006-20fc-fdbf-1712-8362-acef";"321401";"98";"10";"miasto";"stały";"Przedszkole Miejskie Nr 6, ul. Stanisława Niewiadomskiego 14, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1460";"1590";"346";"1114";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"45";"12";"33";"0";"1069";"636";"433"
"1777-8ad8-7a03-12bd-3103-4f30-74a9-5255";"321401";"98";"11";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Wielkopolska 30, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1500";"1615";"421";"1079";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1079";"0";"0";"1079";"36";"6";"30";"0";"1043";"662";"381"
"cda4-3fe5-65a3-bab6-7fec-0e14-fd15-3b3c";"321401";"98";"12";"miasto";"stały";"OHP-Ośrodek Szkolenia i Wychowania, ul. Jugosłowiańska 22a, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1300";"1426";"456";"844";"1";"1";"0";"0";"0";"0";"0";"0";"0";"844";"0";"0";"844";"33";"7";"26";"0";"811";"461";"350"
"78da-7418-08a5-71e1-bdfb-8b70-4477-859e";"321401";"98";"13";"miasto";"stały";"Sala gimnastyczna przy Zespole Szkół Budowlano-Technicznych, ul. Ceglana 11, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1460";"1586";"445";"1015";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1015";"0";"0";"1015";"28";"7";"21";"0";"987";"612";"375"
"ec95-d0bd-cf27-389d-ef64-69a9-dc57-c1bc";"321401";"98";"14";"miasto";"stały";"Stargardzkie Centrum Kultury, ul. Piłsudskiego 105, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1339";"1454";"463";"876";"4";"7";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"38";"4";"34";"0";"838";"482";"356"
"4560-b0e2-2049-71c4-aa4f-4989-f6c9-3162";"321401";"98";"15";"miasto";"stały";"Stargardzkie Centrum Kultury, ul. Piłsudskiego 105, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1380";"1509";"467";"913";"1";"2";"1";"1";"0";"0";"0";"0";"1";"914";"1";"0";"914";"46";"13";"33";"0";"868";"539";"329"
"a1ca-6109-8f5b-d438-e782-fdae-f9af-21bc";"321401";"98";"16";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Henryka Sienkiewicza 8, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1620";"1763";"564";"1056";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1056";"0";"0";"1056";"45";"19";"26";"0";"1011";"567";"444"
"f879-1ad8-46bc-0eac-260c-acf1-e3b9-63b7";"321401";"98";"17";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Henryka Sienkiewicza 8, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1600";"1733";"552";"1048";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"39";"20";"19";"0";"1009";"620";"389"
"1b79-0894-86d2-b144-f10b-8ca6-c0db-fa38";"321401";"98";"18";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Brzozowa 26, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1670";"1801";"480";"1190";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1190";"0";"0";"1190";"34";"6";"28";"0";"1156";"743";"413"
"eecd-e577-f70d-9ba2-1e94-0d4c-fd6c-cdc1";"321401";"98";"19";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Bolesława Limanowskiego 9, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1590";"1718";"644";"946";"0";"5";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"43";"7";"36";"0";"903";"565";"338"
"cae0-7089-0582-697b-fa59-0dec-828b-2035";"321401";"98";"20";"miasto";"stały";"Stargardzkie Centrum Kultury, ul. Marsz. J. Piłsudskiego 105, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1050";"1133";"330";"720";"2";"3";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"23";"7";"16";"0";"697";"447";"250"
"38fb-9aa4-0c8e-73b2-8a6c-cd8f-06f0-15fe";"321401";"98";"21";"miasto";"stały";"Młodzieżowy Dom Kultury, ul. Portowa 3, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1220";"1332";"396";"824";"0";"2";"0";"0";"0";"0";"0";"0";"0";"824";"0";"0";"824";"30";"10";"20";"0";"794";"543";"251"
"31ca-19a0-2acb-1d79-7e69-62b5-7a39-6528";"321401";"98";"22";"miasto";"stały";"Państwowa Szkoła Muzyczna I i II stopnia, ul. Kazimierza Wielkiego 13, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1150";"1260";"375";"775";"1";"2";"0";"0";"0";"0";"0";"0";"0";"775";"0";"1";"774";"37";"7";"30";"0";"737";"439";"298"
"db96-2b63-aed0-e566-dbfb-862d-f8ed-bda0";"321401";"98";"23";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Kuśnierzy 7, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1231";"1330";"383";"848";"1";"5";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"38";"2";"36";"0";"810";"498";"312"
"968a-812c-dcf2-bdcb-7bdc-eef3-2633-dccf";"321401";"98";"24";"miasto";"stały";"II Liceum Ogólnokształcące, ul. Mieszka I 4, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1090";"1178";"348";"742";"3";"4";"0";"0";"0";"0";"0";"0";"0";"741";"0";"0";"741";"34";"5";"29";"0";"707";"415";"292"
"e96c-f877-583b-24a8-71b9-4fff-bb5b-82fb";"321401";"98";"25";"miasto";"stały";"Przedszkole Miejskie Nr 2, ul. Mieszka I 2, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1060";"1163";"383";"677";"2";"1";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"33";"8";"25";"0";"644";"387";"257"
"d5d0-6a64-e47d-53a5-2ba8-c47c-41f0-a221";"321401";"98";"26";"miasto";"stały";"Przedszkole Miejskie Nr 1, ul. Spichrzowa 6, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"990";"1103";"333";"656";"0";"4";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"25";"4";"21";"0";"632";"383";"249"
"d906-9f92-f32c-6233-4c45-70a6-b976-16c8";"321401";"98";"27";"miasto";"stały";"Świetlica Rejonu Dróg Krajowych, ul. Bydgoska 13/15, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1100";"1198";"433";"667";"3";"9";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"32";"6";"26";"0";"634";"342";"292"
"f16f-e8ce-731d-919b-d030-f478-02c2-88fb";"321401";"98";"28";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Staszica 2, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1090";"1180";"335";"755";"1";"5";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"25";"7";"18";"0";"730";"456";"274"
"3318-9759-4cdb-6f43-5ad1-d33c-94b2-44bb";"321401";"98";"29";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Popiela 2, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1300";"1432";"377";"923";"2";"4";"0";"0";"0";"0";"0";"0";"0";"923";"0";"0";"923";"52";"15";"37";"0";"871";"525";"346"
"8b66-9c9f-138f-ab8b-a038-ea91-4ccd-aeb3";"321401";"98";"30";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Armii Krajowej 1, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1540";"1682";"379";"1161";"0";"5";"1";"1";"0";"0";"0";"0";"1";"1162";"1";"0";"1162";"49";"8";"41";"0";"1113";"689";"424"
"e63d-ddd9-4719-1e0a-8b8c-5d90-9673-c076";"321401";"98";"31";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Armii Krajowej 1, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1270";"1372";"337";"933";"1";"1";"0";"0";"0";"0";"0";"0";"0";"933";"0";"0";"933";"48";"11";"37";"0";"885";"576";"309"
"7154-4822-39a0-37aa-f6a7-f77e-1ec5-9d2f";"321401";"98";"32";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Armii Krajowej 1, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1460";"1581";"310";"1150";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1150";"0";"0";"1150";"27";"10";"17";"0";"1123";"846";"277"
"5db9-60b0-df5d-e198-d508-c4cb-fafa-fe1b";"321401";"98";"33";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Romualda Traugutta 16, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1220";"1339";"573";"647";"0";"4";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"26";"26";"0";"0";"621";"363";"258"
"2e90-a463-6cfc-d6e0-7414-0909-e712-212b";"321401";"98";"34";"miasto";"stały";"Zespół Szkół Nr 5, ul. Jana Śniadeckiego 4 - 6, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"1595";"1753";"560";"1035";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1034";"0";"0";"1034";"27";"5";"22";"0";"1007";"614";"393"
"d3bd-22b4-573b-99cb-d056-3495-b552-ffc9";"321401";"98";"35";"miasto";"zakład leczniczy";"Samodzielny Publiczny Wielospecjalistyczny Zakład Opieki Zdrowotnej, ul. Wojska Polskiego 27, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"125";"108";"99";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"0";"0";"0";"0";"26";"16";"10"
"9d97-e62b-a4fc-22aa-308f-5589-8cb1-187e";"321401";"98";"36";"miasto";"zakład leczniczy";"Samodzielny Publiczny Wielospecjalistyczny Zakład Opieki Zdrowotnej-Szpital Rehabilitacyjny, ul. Stanisława Staszica 16, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"100";"74";"50";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"50";"6";"0";"6";"0";"44";"14";"30"
"c67c-8d8e-d9c6-9124-75e5-748c-b1a4-af62";"321401";"98";"37";"miasto";"zakład karny";"Zakład Karny, ul. Aleja Żołnierza 42, 73-110 Stargard";"m. Stargard";"stargardzki";"zachodniopomorskie";"465";"456";"198";"267";"0";"0";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"16";"0";"16";"0";"251";"160";"91"
"c3d9-b6fd-34ff-819d-bcc5-3cba-2fcb-e8e2";"321402";"98";"1";"wieś";"stały";"Hol hali wodowiskowo-sportowej, ul. Henryka Dąbrowskiego 15, 73-120 Chociwel";"gm. Chociwel";"stargardzki";"zachodniopomorskie";"1958";"2188";"986";"972";"1";"5";"0";"0";"0";"0";"0";"0";"0";"972";"0";"0";"972";"41";"9";"32";"0";"931";"444";"487"
"06c6-417f-9db2-ef60-7ec4-247b-1aab-595f";"321402";"98";"2";"miasto";"stały";"Sala gimnastyczna hali widowiskowo-sportowej, ul. henryka Dąbrowskiego 15, 73-120 Chociwel";"gm. Chociwel";"stargardzki";"zachodniopomorskie";"1429";"1549";"602";"827";"2";"6";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"22";"7";"15";"0";"805";"467";"338"
"e537-1cbe-311f-cfa5-b7c4-8424-cbc3-05e5";"321402";"98";"3";"miasto";"stały";"Hol Zespołu Placówek Oświatowych, ul. Henryka Dąbrowskiego 15, 73-120 Chociwel";"gm. Chociwel";"stargardzki";"zachodniopomorskie";"845";"922";"282";"563";"0";"8";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"10";"1";"9";"0";"553";"335";"218"
"63ff-ff01-1ec0-4d79-68b0-1c75-f0c3-fbd4";"321403";"98";"1";"miasto";"stały";"Urząd Miejski, ul. Staszica 1/1, 73-130 Dobrzany";"gm. Dobrzany";"stargardzki";"zachodniopomorskie";"1740";"1847";"778";"962";"4";"8";"0";"0";"0";"0";"0";"0";"0";"961";"0";"0";"961";"37";"5";"32";"0";"924";"485";"439"
"f869-1bc5-3353-5049-1e29-4e59-f13c-e513";"321403";"98";"2";"wieś";"stały";"Przedszkole, ul. Mickiewicza 43/2, 73-130 Dobrzany";"gm. Dobrzany";"stargardzki";"zachodniopomorskie";"1790";"1965";"1025";"765";"1";"1";"0";"0";"0";"0";"0";"0";"0";"765";"0";"0";"765";"30";"5";"25";"0";"735";"274";"461"
"38b8-342e-ae3d-4ecc-ae88-2660-5393-8c31";"321404";"98";"1";"wieś";"stały";"Gminne Centrum Kultury w Dolicach, ul. Wiejska 4, 73-115 Dolice";"gm. Dolice";"stargardzki";"zachodniopomorskie";"1350";"1449";"554";"796";"1";"0";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"31";"6";"25";"0";"765";"443";"322"
"d3ca-0977-04b0-efcf-e3da-d6c3-bf6d-6889";"321404";"98";"2";"wieś";"stały";"Szkoła Podstawowa, Dobropole Pyrzyckie 7, 73-115 Dolice";"gm. Dolice";"stargardzki";"zachodniopomorskie";"900";"999";"487";"413";"0";"1";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"6";"1";"5";"0";"407";"184";"223"
"92e5-9f9a-2ba4-39fd-5e70-4c0c-3193-849f";"321404";"98";"3";"wieś";"stały";"Szkoła Podstawowa, Sądów 30, 73-115 Dolice";"gm. Dolice";"stargardzki";"zachodniopomorskie";"630";"695";"426";"204";"0";"4";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"6";"1";"5";"0";"198";"95";"103"
"1f85-4ae9-d40b-a529-7723-5cc2-0e40-72ac";"321404";"98";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Kolin 59, 73-115 Dolice";"gm. Dolice";"stargardzki";"zachodniopomorskie";"980";"1062";"461";"519";"0";"1";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"19";"3";"16";"0";"500";"225";"275"
"13a2-20b8-f09b-6dbf-d600-78fd-34df-2f6c";"321404";"98";"5";"wieś";"stały";"Szkoła Podstawowa, Rzeplino 62, 73-115 Dolice";"gm. Dolice";"stargardzki";"zachodniopomorskie";"1000";"1090";"549";"451";"0";"1";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"18";"5";"13";"0";"433";"211";"222"
"f34a-bd46-99ca-8e7d-3261-db71-b609-6467";"321404";"98";"6";"wieś";"stały";"Szkoła Podstawowa w Dolicach-budynek po byłej szkole Podstawowej Żalęcino, Żalęcino 11, 73-115 Dolice";"gm. Dolice";"stargardzki";"zachodniopomorskie";"580";"628";"319";"261";"0";"1";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"4";"0";"4";"0";"257";"125";"132"
"0593-c74a-903c-66b0-f4b1-ab64-ac11-2694";"321404";"98";"7";"wieś";"dom pomocy społecznej";"Domu Pomocy Społecznej w Dolicach, ul. Wiśniowa 12, 73-115 Dolice";"gm. Dolice";"stargardzki";"zachodniopomorskie";"60";"57";"38";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"4";"0";"4";"0";"18";"8";"10"
"62b0-d3e8-73de-81b7-d4dc-d447-1096-bc67";"321405";"98";"1";"miasto";"stały";"Zespół Szkół w Ińsku, ul. Poprzeczna 1, 73-140 Ińsko";"gm. Ińsko";"stargardzki";"zachodniopomorskie";"1472";"1595";"615";"857";"6";"5";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"25";"13";"12";"0";"832";"490";"342"
"42c7-032e-98dc-a1a7-6a6f-6a2a-c773-ea83";"321405";"98";"2";"wieś";"stały";"Kino Morena, ul. Przybrzeżna 1, 73-140 Ińsko";"gm. Ińsko";"stargardzki";"zachodniopomorskie";"1058";"1162";"631";"427";"1";"3";"0";"0";"0";"0";"0";"0";"0";"427";"0";"1";"426";"19";"3";"16";"0";"407";"191";"216"
