"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Mirosław Stanisław SZEMLA - nr na liście 1";"Marian Albin ORMANIEC - nr na liście 2";"Małgorzata KIEREŚ - nr na liście 3";"Alicja OGIEGŁO - nr na liście 4";"Przemysław MAJOR - nr na liście 5";"Waldemar Michał SZENDERA - nr na liście 6";"Dawid Sylwester JARCO - nr na liście 7";"Ryszard Tadeusz WÓJCIK - nr na liście 8";"Halina Stefania WENGLORZ - nr na liście 9";"Tadeusz ŻYŁA - nr na liście 10";"Edward Stanisław KUĆKA - nr na liście 11";"Magdalena Ewa SZCZEPAŃCZYK-CHROBAK - nr na liście 12";"Justyna Barbara SOSNOWSKA - nr na liście 13";"Brygida Urszula BRZOSKA-KRAWCZYK - nr na liście 14";"Andrzej Bernard GRZYB - nr na liście 15";"Grzegorz Ryszard GAWĘDA - nr na liście 16";"Lucyna BUTOR - nr na liście 17";"Danuta Maria KOŻUSZNIK - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Stanisław SZWED - nr na liście 1";"Grzegorz Paweł PUDA - nr na liście 2";"Kazimierz Władysław MATUSZNY - nr na liście 3";"Przemysław Mieczysław DRABEK - nr na liście 4";"Magdalena Ewa WÓJCIK - nr na liście 5";"Grzegorz Krzysztof GAŻA - nr na liście 6";"Ryszard Arkadiusz MACURA - nr na liście 7";"Marcela Joanna KANAFEK-LEWANDOWSKA - nr na liście 8";"Barbara Lucyna ADAMSKA - nr na liście 9";"Konrad Tomasz ŁOŚ - nr na liście 10";"Adrian Kamil MIDOR - nr na liście 11";"Jarosław GOWIN - nr na liście 12";"Janusz Witold DZIEDZIC - nr na liście 13";"Agnieszka Magdalena BIEGUN - nr na liście 14";"Magdalena Elżbieta WAWRZECZKO - nr na liście 15";"Renata Anna MICHNIK - nr na liście 16";"Łukasz Grzegorz PASIERBEK - nr na liście 17";"Beata Iwona BIAŁOWĄS - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Przemysław Adam KOPERSKI - nr na liście 1";"Agnieszka Zofia LAMEK-KOCHANOWSKA - nr na liście 2";"Leszek Zbigniew CZYLOK - nr na liście 3";"Henryk SATŁAWA - nr na liście 4";"Leszek TYRNA - nr na liście 5";"Anna Maria CZAICKA - nr na liście 6";"Magdalena MADZIA - nr na liście 7";"Aleksandra Ewa BANOT - nr na liście 8";"Barbara Jolanta SŁONKA-GIBAS - nr na liście 9";"Władysław PINDEL - nr na liście 10";"Katarzyna Olga GASPARSKA - nr na liście 11";"Alicja ZALEWSKA - nr na liście 12";"Aleksandra Maria HASIOR - nr na liście 13";"Paulina Magdalena GRZYBEK - nr na liście 14";"Michał Jacek BRUDNY - nr na liście 15";"Paweł Piotr MIECH - nr na liście 16";"Artur Jerzy SIĄKAŁA - nr na liście 17";"Zbigniew Henryk NOSKOWSKI - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Bronisław Edward FOLTYN - nr na liście 1";"Robert Łukasz GRAJNY - nr na liście 2";"Wojciech Tomasz BIELEWICZ - nr na liście 3";"Maria STARZYŃSKA - nr na liście 4";"Artur SKŁODOWSKI - nr na liście 5";"Magdalena Barbara MILCZANOWSKA-SZWEDA - nr na liście 6";"Paweł Adam MAŁYSZ - nr na liście 7";"Marlena Maria WIEWIÓRA-BŁACHUT - nr na liście 8";"Cezary Józef CZAPIGA - nr na liście 9";"Patrycja Joanna KULA - nr na liście 10";"Andrzej Grzegorz POLAŃSKI - nr na liście 11";"Jolanta Maria CIEŚLAR - nr na liście 12";"Ronald Antoni MICHNIK - nr na liście 13";"Grażyna Katarzyna STRZAŁKOWSKA - nr na liście 14";"Dawid Józef RUDNICKI - nr na liście 15";"Katarzyna Elżbieta ŚNIEŻEK - nr na liście 16";"Paweł Teodor WALICZEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Mirosława NYKIEL - nr na liście 1";"Małgorzata Anna PĘPEK - nr na liście 2";"Mirosław Tadeusz SUCHOŃ - nr na liście 3";"Andrzej Jan MOLIN - nr na liście 4";"Edyta Teresa GŁOMBEK - nr na liście 5";"Gabriela Maria LAZAREK - nr na liście 6";"Dariusz Stanisław MICHASIÓW - nr na liście 7";"Rafał Paweł RYPLEWICZ - nr na liście 8";"Łukasz Antoni GIERTLER - nr na liście 9";"Marcin Rafał ŚLĘK - nr na liście 10";"Ewa KASZOK - nr na liście 11";"Jerzy Marcin PIJANOWSKI - nr na liście 12";"Karolina Józefa KRZYŻAK - nr na liście 13";"Beata Anna ŁUKOWICZ - nr na liście 14";"Bogdan Tomasz DESOŃ - nr na liście 15";"Bronisław JAFERNIK - nr na liście 16";"Dorota Maria PIEGZIK-IZYDORCZYK - nr na liście 17";"Maciej Tadeusz TOMCZYKIEWICZ - nr na liście 18"
"61a6-994b-0fa4-209e-ede1-4b11-be94-7fda";"240302";"27";"6";"miasto";"stały";"Przedszkole Nr 4, Ustroń, Hermanice ul. Wiśniowa 13, 43-450 Ustroń";"m. Ustroń";"cieszyński";"śląskie";"1946";"2105";"614";"1332";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1332";"0";"0";"1332";"12";"7";"5";"0";"1320";"71";"22";"1";"8";"1";"5";"2";"4";"2";"4";"6";"1";"1";"1";"0";"1";"4";"1";"7";"385";"163";"30";"18";"13";"29";"4";"66";"8";"10";"3";"2";"21";"5";"5";"0";"3";"2";"3";"230";"59";"18";"10";"2";"45";"2";"12";"10";"1";"2";"0";"3";"1";"0";"60";"2";"0";"3";"139";"70";"2";"3";"7";"9";"1";"11";"6";"0";"4";"1";"5";"2";"8";"1";"1";"8";"495";"174";"62";"29";"150";"9";"24";"13";"3";"1";"0";"4";"8";"1";"1";"1";"3";"3";"9"
"b9e6-1431-8c1c-707e-8d40-6042-7e8c-bd51";"240302";"27";"7";"miasto";"stały";"Szkoła Podstawowa nr 5, Ustroń, Lipowiec ul. Szkolna 1, 43-450 Ustroń";"m. Ustroń";"cieszyński";"śląskie";"1152";"1254";"383";"769";"0";"10";"0";"0";"0";"0";"0";"0";"0";"769";"0";"0";"769";"11";"9";"2";"0";"758";"75";"25";"1";"12";"5";"1";"1";"4";"2";"1";"3";"0";"1";"3";"0";"0";"1";"2";"13";"348";"183";"37";"9";"6";"11";"3";"48";"9";"3";"4";"0";"10";"2";"2";"4";"12";"1";"4";"88";"33";"2";"5";"0";"13";"1";"5";"1";"1";"2";"0";"1";"0";"1";"20";"0";"2";"1";"72";"44";"3";"3";"2";"4";"0";"9";"2";"0";"1";"0";"2";"1";"0";"0";"0";"1";"175";"67";"27";"15";"36";"0";"12";"4";"0";"0";"4";"2";"2";"2";"0";"0";"0";"1";"3"
"5ddb-8507-d52a-e975-a699-1413-627f-30c9";"240302";"27";"8";"miasto";"stały";"Szkoła Podstawowa Nr 6, Ustroń, Nierodzim ul. Józefa Kreta 19, 43-450 Ustroń";"m. Ustroń";"cieszyński";"śląskie";"1154";"1212";"415";"739";"0";"0";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"8";"3";"5";"0";"731";"74";"26";"3";"6";"3";"0";"4";"2";"3";"5";"1";"2";"1";"1";"1";"1";"0";"1";"14";"240";"113";"24";"11";"4";"8";"0";"40";"6";"1";"11";"1";"8";"2";"3";"0";"2";"4";"2";"111";"31";"8";"4";"0";"28";"4";"4";"3";"1";"1";"1";"0";"2";"3";"18";"1";"1";"1";"63";"36";"0";"1";"5";"3";"0";"4";"1";"0";"3";"2";"1";"3";"3";"0";"0";"1";"243";"99";"24";"22";"78";"4";"6";"2";"1";"0";"0";"5";"0";"1";"0";"0";"1";"0";"0"
"659a-8dfe-3cfd-894d-b516-1a9e-2a84-7234";"240302";"27";"9";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Ignacego Daszyńskiego 31, 43-450 Ustroń";"m. Ustroń";"cieszyński";"śląskie";"1102";"1299";"186";"916";"0";"206";"0";"0";"0";"0";"0";"0";"0";"916";"0";"0";"916";"9";"6";"3";"0";"907";"61";"20";"7";"7";"1";"1";"0";"2";"1";"2";"4";"3";"0";"1";"0";"0";"0";"2";"10";"341";"152";"23";"9";"12";"26";"4";"41";"6";"2";"7";"2";"43";"2";"1";"1";"0";"1";"9";"151";"55";"18";"2";"1";"19";"3";"13";"4";"0";"0";"0";"4";"1";"2";"26";"0";"1";"2";"41";"16";"1";"2";"3";"2";"1";"6";"0";"0";"0";"1";"4";"0";"1";"0";"3";"1";"313";"116";"41";"17";"96";"4";"16";"4";"1";"3";"1";"5";"0";"2";"0";"0";"0";"2";"5"
"50a0-1f57-eebb-ebb1-7203-4989-ede3-6f88";"240302";"27";"10";"miasto";"zakład leczniczy";"Przedsiębiorstwo Uzdrowiskowe ""Ustroń"" S. A., ul. Sanatoryjna 7, 43-450 Ustroń";"m. Ustroń";"cieszyński";"śląskie";"1448";"1322";"493";"955";"0";"414";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"10";"5";"5";"0";"945";"58";"26";"3";"5";"0";"0";"1";"2";"2";"2";"6";"1";"1";"3";"0";"1";"1";"1";"3";"472";"208";"34";"12";"23";"37";"9";"16";"10";"9";"8";"3";"77";"3";"3";"0";"5";"2";"13";"127";"79";"10";"1";"3";"2";"0";"7";"2";"1";"0";"0";"4";"2";"2";"8";"1";"0";"5";"22";"13";"0";"0";"0";"0";"2";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"266";"157";"30";"22";"7";"12";"10";"4";"2";"2";"0";"2";"0";"1";"3";"1";"0";"2";"11"
"f209-f74d-b13b-9cb7-d7b3-3804-c687-9eb8";"240302";"27";"11";"miasto";"zakład leczniczy";"Śląskie Centrum Reumatologii, Rehabilitacji i Zapobiegania Niepełnosprawności im. gen. Jerzego Ziętka, ul. Szpitalna 11, 43-450 Ustroń";"m. Ustroń";"cieszyński";"śląskie";"249";"162";"127";"122";"0";"29";"0";"0";"0";"0";"0";"0";"0";"122";"0";"0";"122";"4";"3";"1";"0";"118";"9";"1";"0";"1";"0";"0";"0";"0";"2";"0";"0";"1";"0";"3";"0";"0";"0";"0";"1";"55";"25";"8";"4";"2";"0";"3";"2";"0";"0";"0";"1";"6";"1";"1";"0";"0";"1";"1";"19";"7";"2";"1";"0";"1";"0";"2";"1";"1";"0";"0";"0";"2";"0";"0";"0";"1";"1";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"14";"8";"1";"4";"0";"1";"0";"1";"0";"1";"1";"0";"0";"2";"0";"0";"0";"0"
"9e6b-48f2-54e7-5da7-b65d-61d0-7f19-c140";"240302";"27";"12";"miasto";"zakład leczniczy";"Śląskie Centrum Rehabilitacji i Prewencji, ul. Zdrojowa 6, 43-450 Ustroń";"m. Ustroń";"cieszyński";"śląskie";"204";"198";"85";"119";"0";"8";"0";"0";"0";"0";"0";"0";"0";"119";"0";"0";"119";"2";"0";"2";"0";"117";"11";"2";"5";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"57";"25";"4";"2";"0";"10";"3";"0";"0";"2";"2";"7";"1";"0";"0";"0";"0";"0";"1";"11";"4";"1";"2";"0";"0";"2";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"19";"5";"5";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"af56-015f-76c2-d09f-a793-589c-1384-a017";"240302";"27";"13";"miasto";"dom pomocy społecznej";"Miejski Dom Spokojnej Starości, ul. Słoneczna 10, 43-450 Ustroń";"m. Ustroń";"cieszyński";"śląskie";"51";"34";"17";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"4";"0";"4";"0";"30";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"7";"4";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"1";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"b524-2137-97ec-14e6-4bfe-e59e-eec5-7472";"240303";"27";"1";"miasto";"stały";"Państwowa Szkoła Muzyczna I stopnia w Cieszynie-Filia w Wiśle, ul. 1 Maja 66, 43-460 Wisła";"m. Wisła";"cieszyński";"śląskie";"502";"594";"169";"333";"2";"47";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"1";"1";"0";"0";"332";"18";"2";"0";"9";"1";"1";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"62";"31";"1";"3";"2";"4";"0";"5";"1";"3";"5";"0";"5";"0";"1";"0";"0";"0";"1";"56";"32";"1";"1";"1";"12";"0";"2";"3";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"25";"6";"1";"1";"2";"1";"1";"4";"0";"0";"2";"0";"4";"1";"2";"0";"0";"0";"171";"42";"14";"5";"96";"0";"1";"2";"0";"1";"3";"3";"0";"1";"0";"0";"0";"0";"3"
"e89b-a5d3-36a3-2e24-f219-6c95-64d2-cf58";"240303";"27";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Wiśle, Plac Hoffa 5, 43-460 Wisła";"m. Wisła";"cieszyński";"śląskie";"1060";"1231";"298";"762";"1";"107";"0";"0";"0";"0";"0";"0";"0";"761";"0";"0";"761";"4";"2";"2";"0";"757";"55";"10";"9";"22";"1";"0";"0";"0";"0";"4";"4";"0";"2";"2";"0";"0";"0";"0";"1";"164";"58";"11";"6";"2";"9";"1";"17";"0";"2";"32";"0";"17";"1";"2";"4";"0";"0";"2";"78";"35";"15";"4";"0";"7";"0";"2";"3";"0";"0";"1";"1";"1";"0";"7";"1";"0";"1";"41";"14";"4";"0";"1";"0";"0";"10";"2";"1";"1";"0";"4";"1";"0";"0";"0";"3";"419";"61";"13";"9";"314";"4";"1";"0";"1";"0";"4";"2";"2";"1";"2";"0";"0";"0";"5"
"163d-06cc-08c2-ca31-89a2-84e9-712b-661e";"240303";"27";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Wiśle, Plac Hoffa 5, 43-460 Wisła";"m. Wisła";"cieszyński";"śląskie";"1004";"1162";"225";"779";"3";"74";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"15";"10";"5";"0";"764";"56";"13";"4";"26";"1";"1";"0";"0";"2";"0";"4";"0";"0";"1";"0";"0";"0";"4";"0";"154";"57";"4";"6";"3";"6";"5";"25";"0";"3";"18";"1";"13";"3";"4";"2";"1";"1";"2";"99";"40";"10";"0";"3";"14";"5";"6";"2";"1";"0";"2";"3";"0";"2";"6";"1";"1";"3";"46";"28";"1";"3";"0";"0";"1";"8";"0";"0";"1";"1";"3";"0";"0";"0";"0";"0";"409";"84";"23";"11";"270";"0";"9";"4";"0";"1";"0";"1";"1";"2";"1";"0";"0";"0";"2"
"fc82-0636-c6e5-28ef-56b2-4467-4e09-dd3e";"240303";"27";"4";"miasto";"stały";"Szkoła Podstawowa Nr 5 w Wiśle, ul. Jawornik 58, 43-460 Wisła";"m. Wisła";"cieszyński";"śląskie";"1054";"1174";"304";"751";"0";"45";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"8";"4";"4";"0";"743";"71";"13";"4";"37";"0";"4";"1";"1";"1";"1";"2";"0";"1";"1";"0";"0";"2";"0";"3";"134";"58";"8";"4";"9";"6";"3";"16";"0";"8";"8";"0";"5";"0";"2";"1";"2";"0";"4";"67";"35";"8";"1";"0";"3";"2";"7";"0";"0";"0";"0";"0";"0";"2";"3";"2";"2";"2";"60";"16";"3";"3";"3";"3";"1";"14";"1";"0";"0";"1";"9";"0";"2";"1";"1";"2";"411";"49";"11";"5";"325";"3";"8";"2";"1";"0";"2";"1";"0";"2";"0";"0";"0";"1";"1"
"6e53-4337-d578-8cc9-eacc-3c3f-9208-a02f";"240303";"27";"5";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 w Wiśle, ul. Kopydło 74, 43-460 Wisła";"m. Wisła";"cieszyński";"śląskie";"1856";"2089";"762";"1094";"2";"35";"0";"0";"0";"0";"0";"0";"0";"1094";"0";"0";"1094";"8";"3";"5";"0";"1086";"88";"15";"1";"36";"2";"3";"0";"2";"2";"2";"9";"3";"2";"0";"0";"1";"0";"1";"9";"211";"71";"20";"13";"3";"12";"3";"19";"3";"3";"44";"0";"9";"2";"0";"2";"3";"1";"3";"111";"47";"9";"3";"0";"17";"2";"4";"4";"5";"0";"2";"1";"1";"0";"10";"3";"1";"2";"54";"26";"1";"0";"2";"2";"0";"13";"0";"1";"1";"0";"7";"0";"1";"0";"0";"0";"622";"71";"16";"6";"498";"3";"6";"4";"2";"0";"2";"3";"1";"3";"1";"1";"1";"3";"1"
"508d-0ef4-98eb-faaf-76be-0648-9a2c-80a9";"240303";"27";"6";"miasto";"stały";"Remiza OSP Wisła-Malinka, ul. Malinka 18, 43-460 Wisła";"m. Wisła";"cieszyński";"śląskie";"1312";"1418";"627";"685";"1";"24";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"13";"5";"8";"0";"672";"75";"21";"0";"27";"4";"1";"0";"1";"3";"1";"11";"1";"0";"2";"0";"0";"1";"0";"2";"103";"40";"12";"7";"2";"12";"4";"8";"0";"4";"5";"0";"2";"0";"2";"1";"2";"0";"2";"73";"34";"4";"4";"0";"5";"0";"11";"1";"1";"1";"0";"0";"0";"3";"8";"0";"0";"1";"51";"27";"1";"3";"2";"0";"1";"5";"1";"0";"0";"2";"9";"0";"0";"0";"0";"0";"370";"64";"19";"7";"264";"2";"3";"5";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"2"
"7549-fad9-a302-7a1f-efcf-a9a5-638b-bd64";"240303";"27";"7";"miasto";"stały";"Remiza OSP Wisła-Czarne, ul. Biała Wisełka 22, 43-460 Wisła";"m. Wisła";"cieszyński";"śląskie";"607";"631";"255";"352";"0";"12";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"4";"0";"4";"0";"348";"28";"5";"0";"14";"1";"0";"0";"0";"0";"2";"3";"0";"0";"1";"1";"0";"0";"0";"1";"37";"12";"5";"2";"0";"2";"0";"4";"0";"2";"5";"1";"3";"0";"0";"0";"1";"0";"0";"34";"17";"1";"0";"1";"4";"0";"2";"1";"1";"2";"1";"0";"0";"0";"3";"0";"1";"0";"45";"24";"2";"0";"2";"0";"0";"5";"1";"0";"2";"0";"8";"0";"0";"0";"0";"1";"204";"21";"6";"9";"166";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"3bd1-96a8-a971-66c8-d959-fe7f-bb74-b3ca";"240303";"27";"8";"miasto";"stały";"""DWOREK NAD WISŁĄ""-budynek ""B"", ul. Wyzwolenia 65, 43-460 Wisła";"m. Wisła";"cieszyński";"śląskie";"949";"1026";"356";"593";"2";"39";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"2";"0";"2";"0";"591";"33";"8";"3";"13";"0";"1";"1";"0";"1";"0";"4";"0";"0";"0";"0";"0";"1";"0";"1";"104";"50";"7";"6";"2";"2";"0";"9";"1";"1";"18";"1";"4";"0";"0";"0";"0";"1";"2";"84";"34";"7";"2";"2";"14";"1";"6";"3";"1";"3";"3";"3";"0";"0";"1";"2";"0";"2";"35";"15";"2";"1";"0";"1";"1";"8";"0";"0";"1";"0";"4";"0";"0";"1";"1";"0";"335";"67";"18";"11";"228";"1";"4";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"1";"1"
"7bb3-1f3e-e2bc-e164-790f-5907-78ee-4c5f";"240304";"27";"1";"wieś";"stały";"Świetlica przy Klasztorze oo Franciszkanów w Górkach Wielkich-Sojka, Zofii Kossak 130, 43-436 Górki Wielkie";"gm. Brenna";"cieszyński";"śląskie";"1145";"1268";"341";"804";"0";"11";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"14";"8";"6";"0";"790";"53";"12";"5";"6";"6";"5";"1";"0";"2";"2";"8";"0";"0";"2";"0";"1";"0";"1";"2";"399";"203";"73";"4";"8";"10";"0";"39";"3";"5";"25";"1";"6";"2";"4";"9";"7";"0";"0";"129";"42";"16";"0";"0";"26";"2";"15";"5";"1";"3";"2";"3";"1";"3";"4";"6";"0";"0";"62";"37";"3";"0";"2";"3";"0";"6";"0";"0";"1";"1";"5";"1";"0";"2";"0";"1";"147";"81";"28";"5";"16";"0";"7";"3";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"2"
"5223-4749-9489-c302-36de-cbe4-d9ae-c01a";"240304";"27";"2";"wieś";"stały";"Szkoła Podstawowa w Górkach Wielkich, Szkolna 1, 43-436 Górki Wielkie";"gm. Brenna";"cieszyński";"śląskie";"1257";"1346";"401";"856";"1";"21";"0";"0";"0";"0";"0";"0";"0";"856";"0";"1";"855";"9";"6";"3";"0";"846";"86";"31";"5";"13";"4";"4";"1";"4";"2";"1";"2";"1";"5";"1";"2";"0";"2";"1";"7";"355";"215";"45";"2";"3";"3";"1";"19";"6";"6";"28";"2";"3";"7";"1";"3";"2";"3";"6";"127";"59";"16";"4";"3";"18";"2";"8";"1";"1";"2";"0";"2";"1";"0";"5";"2";"3";"0";"64";"24";"3";"1";"9";"3";"0";"6";"1";"1";"0";"2";"5";"0";"0";"0";"0";"9";"214";"119";"30";"25";"12";"5";"8";"3";"2";"0";"0";"1";"2";"1";"0";"0";"0";"0";"6"
"73b1-c83f-1f9a-1c46-fbf5-b7d9-81e6-0611";"240304";"27";"3";"wieś";"stały";"Szkoła Podstawowa w Górkach Wielkich, Szkolna 1, 43-436 Górki Wielkie";"gm. Brenna";"cieszyński";"śląskie";"1202";"1277";"402";"800";"0";"4";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"9";"8";"1";"0";"791";"56";"13";"1";"14";"4";"2";"1";"2";"2";"1";"4";"1";"3";"1";"0";"0";"1";"4";"2";"358";"206";"48";"2";"11";"10";"1";"17";"10";"6";"22";"2";"4";"1";"5";"9";"1";"0";"3";"108";"55";"8";"4";"2";"9";"0";"7";"6";"0";"3";"2";"2";"0";"1";"4";"2";"3";"0";"75";"39";"7";"0";"3";"2";"1";"7";"0";"0";"0";"0";"4";"0";"0";"2";"0";"10";"194";"112";"36";"15";"8";"6";"6";"2";"0";"1";"1";"3";"0";"0";"0";"0";"1";"0";"3"
"7ef4-d531-5501-4549-b7d7-0b5c-0632-9edc";"240304";"27";"4";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Brennej Leśnicy, Leśnica 103, 43-438 Brenna";"gm. Brenna";"cieszyński";"śląskie";"753";"782";"271";"482";"0";"10";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"7";"3";"4";"0";"475";"20";"4";"1";"9";"3";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"269";"137";"68";"4";"1";"9";"2";"7";"4";"2";"15";"4";"3";"2";"3";"0";"4";"4";"0";"44";"20";"2";"1";"0";"6";"4";"7";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"46";"13";"1";"2";"1";"3";"0";"11";"0";"0";"1";"1";"6";"0";"0";"1";"2";"4";"96";"50";"13";"9";"14";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"5"
"d401-260f-4d0e-5aca-70e4-b96f-9294-6739";"240304";"27";"5";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Brennej, Górecka 224, 43-438 Brenna";"gm. Brenna";"cieszyński";"śląskie";"901";"963";"325";"576";"0";"15";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"6";"2";"4";"0";"570";"38";"9";"1";"6";"2";"0";"0";"1";"2";"5";"1";"0";"0";"1";"1";"0";"1";"1";"7";"266";"142";"53";"8";"4";"4";"3";"19";"5";"3";"4";"1";"7";"1";"3";"5";"2";"1";"1";"66";"32";"1";"2";"2";"8";"4";"6";"4";"0";"0";"2";"0";"0";"2";"2";"1";"0";"0";"66";"27";"2";"3";"2";"3";"4";"8";"2";"0";"1";"2";"4";"0";"0";"0";"4";"4";"134";"53";"17";"9";"32";"1";"6";"2";"2";"0";"0";"1";"3";"0";"2";"0";"0";"0";"6"
"6a1a-594d-a7b5-23ab-095b-bea4-5ce2-05f7";"240304";"27";"6";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Brennej, Górecka 224, 43-438 Brenna";"gm. Brenna";"cieszyński";"śląskie";"1000";"1120";"371";"629";"0";"3";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"5";"2";"3";"0";"624";"51";"18";"0";"11";"1";"1";"1";"1";"3";"2";"4";"0";"1";"1";"0";"1";"0";"1";"5";"333";"170";"66";"7";"10";"11";"1";"26";"9";"5";"8";"1";"4";"0";"3";"3";"3";"1";"5";"62";"23";"2";"4";"0";"11";"1";"8";"1";"0";"0";"1";"4";"3";"1";"3";"0";"0";"0";"47";"20";"4";"1";"2";"1";"1";"6";"0";"2";"2";"0";"0";"4";"0";"0";"1";"3";"131";"68";"23";"9";"9";"7";"6";"1";"0";"0";"0";"1";"3";"0";"1";"0";"0";"0";"3"
