"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Michał Tomasz KAMIŃSKI";"Konstanty RADZIWIŁŁ"
"7b5f-7c88-c0d3-565f-44b2-5b3e-63c9-1f5c";"142101";"41";"6";"miasto";"stały";"Miejski Ośrodek Kultury, ul. Warszawska 24, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"1388";"1534";"259";"1129";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1126";"0";"0";"1126";"50";"18";"32";"0";"1076";"607";"469"
"fcbe-0ed8-1a40-0e3c-6bb1-9dca-fa1b-3bfb";"142101";"41";"7";"miasto";"stały";"Szkoła Podstawowa Nr 2, Aleja Krakowska 20, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"1039";"1123";"185";"854";"0";"4";"1";"1";"0";"0";"0";"0";"1";"853";"1";"0";"853";"26";"6";"20";"0";"827";"496";"331"
"f501-a61a-0dbd-b6b3-7bf5-be88-2f67-44a0";"142101";"41";"8";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Żbikowska 25, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"1779";"1961";"305";"1474";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1473";"0";"0";"1473";"45";"13";"32";"0";"1428";"852";"576"
"a035-55d6-5ca0-75d6-8d9d-a45a-0f28-2f98";"142101";"41";"9";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Kazimierza Pułaskiego 6/8, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"1834";"2043";"296";"1538";"2";"16";"0";"0";"0";"0";"0";"0";"0";"1537";"0";"0";"1537";"52";"17";"35";"0";"1485";"833";"652"
"b6e1-b97b-5af8-9b8a-e9d7-bbeb-4913-c9ca";"142101";"41";"10";"miasto";"stały";"Zespół Szkół, ul. Karola Namysłowskiego 11, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"1600";"1815";"224";"1376";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1375";"0";"0";"1375";"53";"14";"39";"0";"1322";"791";"531"
"82ef-e3e1-8ce2-4978-1d31-1fb0-2a21-0cf4";"142102";"41";"1";"miasto";"stały";"Przedszkole Miejskie Nr 8, ul. 3 - go Maja 67, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"2264";"2277";"754";"1510";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1510";"0";"0";"1510";"36";"11";"25";"0";"1474";"837";"637"
"02ff-4297-5e3b-c5e7-82dc-42ba-9bd1-2c4f";"142102";"41";"2";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Jana Długosza 53, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1844";"2080";"349";"1495";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1495";"0";"0";"1495";"37";"19";"18";"0";"1458";"911";"547"
"ab38-ffc1-4183-6b17-e399-e635-65af-5d89";"142102";"41";"3";"miasto";"stały";"Przedszkole Miejskie Nr 1, ul. Jarzynowa 21, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1288";"1512";"172";"1116";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1116";"0";"0";"1116";"31";"9";"22";"0";"1085";"683";"402"
"837c-799c-a467-a083-6f3f-8a85-8ec0-cc89";"142102";"41";"4";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Mostowa 6, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"2090";"2321";"409";"1681";"8";"16";"0";"0";"0";"0";"0";"0";"0";"1681";"0";"0";"1681";"58";"0";"58";"0";"1623";"927";"696"
"35b0-fdfb-d70a-b990-6add-7b85-885e-ecab";"142102";"41";"5";"miasto";"stały";"Zespół Szkół nr 1, ul. Promyka 24/26, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1059";"1180";"247";"812";"0";"0";"0";"0";"0";"0";"0";"0";"0";"812";"0";"0";"812";"29";"11";"18";"0";"783";"457";"326"
"3961-e560-a12b-d101-0c1e-4fdb-efbf-dd48";"142102";"41";"6";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. Pływacka 16, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1313";"1480";"152";"1161";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1161";"0";"0";"1161";"24";"7";"17";"0";"1137";"673";"464"
"49b1-a205-95f7-38a9-9122-5db6-81a5-44f1";"142102";"41";"7";"miasto";"stały";"Zespół Szkół Ogólnokształcacych i Sportowych, ul. Juliana Gomulińskiego 2, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1231";"1388";"244";"987";"0";"5";"0";"0";"0";"0";"0";"0";"0";"987";"0";"0";"987";"24";"7";"17";"0";"963";"563";"400"
"f1ec-87ca-b5b5-ec6c-d92d-6859-2971-4af8";"142102";"41";"8";"miasto";"stały";"Miejskie Przedszkole Nr 15, ul. Dębowa 8, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1462";"1600";"285";"1176";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1176";"0";"0";"1176";"33";"6";"27";"0";"1143";"739";"404"
"17a4-f34f-ada9-18aa-ccac-047b-4ac4-cccb";"142102";"41";"9";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej, ul. Helenowska 3a, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1965";"2124";"412";"1553";"0";"5";"1";"1";"0";"0";"0";"0";"1";"1554";"1";"0";"1554";"35";"7";"28";"0";"1519";"907";"612"
"ede6-bb0f-fbe6-3935-1ac7-a6c2-5509-6da3";"142102";"41";"10";"miasto";"stały";"Miejskie Przedszkole Nr 14, ul. Jasna 2, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1391";"1579";"279";"1112";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1112";"0";"0";"1112";"30";"4";"26";"0";"1082";"641";"441"
"2043-b3df-58c3-26b5-6767-88bf-d91a-4fed";"142102";"41";"11";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Jasna 2, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1599";"1784";"325";"1274";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1274";"0";"1";"1273";"31";"10";"21";"0";"1242";"781";"461"
"8cef-d8ca-9ad9-c7e4-c382-5d49-0245-c21d";"142102";"41";"12";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Obrońców Pokoju 44, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1746";"2006";"370";"1376";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1376";"0";"0";"1376";"36";"12";"24";"0";"1340";"934";"406"
"cef9-d44c-8ef2-1cf4-9894-1de5-ae93-45eb";"142102";"41";"13";"miasto";"stały";"Liceum Ogólnokształcace im. Tomasza Zana, ul. Ignacego Daszyńskiego 6, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1320";"1476";"381";"939";"0";"0";"0";"0";"0";"0";"0";"0";"0";"939";"0";"0";"939";"43";"6";"37";"0";"896";"518";"378"
"323f-b62b-a8c2-0d4e-c2a4-31c6-6958-34bc";"142102";"41";"14";"miasto";"stały";"Szkoła Podstawowa nr 3, Al. Wojska Polskiego 34, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1631";"1825";"311";"1320";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1320";"0";"0";"1320";"61";"25";"36";"0";"1259";"794";"465"
"f3a6-674b-ddda-3787-e601-08f4-a940-0bef";"142102";"41";"15";"miasto";"stały";"Przedszkole Miejskie nr 10, ul. Fryderyka Chopina 13, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1290";"1421";"293";"997";"2";"2";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"32";"14";"18";"0";"965";"585";"380"
"1235-d14c-0417-3fe1-cf89-01a8-9e03-50f1";"142102";"41";"16";"miasto";"stały";"Liceum Ogólnokształcące im. Tadeusza Kościuszki, ul. Tadeusza Kościuszki 34, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1825";"2021";"371";"1454";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1454";"0";"0";"1454";"35";"15";"20";"0";"1419";"985";"434"
"082f-9e37-ba0f-d780-a546-6182-65bc-d037";"142102";"41";"17";"miasto";"stały";"Przedszkole Miejskie Nr 4, ul. Bolesława Prusa 27, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1360";"1607";"154";"1206";"1";"35";"0";"0";"0";"0";"0";"0";"0";"1205";"0";"0";"1205";"48";"16";"32";"0";"1157";"857";"300"
"348e-01c1-b34b-6b54-ed08-7d23-10ac-c1ba";"142102";"41";"18";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Jana Pawła II, ul. Hubala 4, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1700";"1914";"423";"1277";"1";"20";"0";"0";"0";"0";"0";"0";"0";"1277";"0";"0";"1277";"46";"19";"27";"0";"1231";"760";"471"
"2489-b280-96df-5d81-fee6-94b5-c28f-4637";"142102";"41";"19";"miasto";"stały";"Spółdzielczy Dom Kultury, ul. Hubala 5, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1912";"2171";"363";"1549";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1549";"0";"0";"1549";"39";"12";"27";"0";"1510";"886";"624"
"fa19-1cca-2e46-05eb-ba66-1cb9-7761-7f77";"142102";"41";"20";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Topolowa 10, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1754";"1907";"453";"1299";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1299";"0";"0";"1299";"34";"11";"23";"0";"1265";"732";"533"
"c0e8-46d4-657c-6bea-9f7e-278e-bc2a-7306";"142102";"41";"21";"miasto";"stały";"Przedszkole Niepubliczne ""Jedynka"", ul. Sadowa 62, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1305";"1406";"170";"1135";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1135";"0";"0";"1135";"21";"9";"12";"0";"1114";"695";"419"
"3ae3-1a8b-4f55-bd31-8381-9aa1-a0c5-26d4";"142102";"41";"22";"miasto";"stały";"Miejskie Przedszkole Nr 12, ul. Andrzeja 12, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"990";"1096";"151";"839";"0";"17";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"30";"12";"18";"0";"809";"501";"308"
"6e0b-84a7-5bab-5865-6cf0-87c4-21e8-40cd";"142102";"41";"23";"miasto";"stały";"Dzienny Dom Pomocy Społecznej, ul. Księcia Józefa 1, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1821";"2000";"214";"1607";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1605";"0";"0";"1605";"55";"15";"40";"0";"1550";"1026";"524"
"4385-a060-0801-92d5-fc82-0706-d931-b5d1";"142102";"41";"24";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Lipowa 31, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1870";"2136";"152";"1718";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1718";"0";"0";"1718";"55";"26";"29";"0";"1663";"1097";"566"
"df9e-758c-0932-3310-6020-af48-6440-bec7";"142102";"41";"25";"miasto";"stały";"Szkoła Podstawowa nr 3, Al. Wojska Polskiego 34, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"1231";"1403";"129";"1102";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1102";"0";"0";"1102";"26";"8";"18";"0";"1076";"745";"331"
"97bd-eb21-e7c6-0d37-6bd9-1daf-e592-f932";"142102";"41";"26";"miasto";"stały";"Miejskie Przedszkole Nr 13, ul. Antka 7, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"2020";"2265";"226";"1794";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1794";"0";"1";"1793";"58";"15";"43";"0";"1735";"1131";"604"
"3329-ad7c-b3dd-4f03-9efc-bb95-ff87-f930";"142102";"41";"27";"miasto";"zakład leczniczy";"Obwód odrębny Mazowieckie Specjalistyczne Centrum Zdrowia im. prof. dr Jana Mazurkiewicza, ul. Partyzantów 2/4, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"699";"573";"550";"149";"0";"0";"0";"0";"0";"0";"0";"0";"0";"149";"0";"0";"149";"10";"0";"10";"0";"139";"61";"78"
"d7fd-54f4-1c4d-871c-bbfc-5791-d29d-2b22";"142102";"41";"28";"miasto";"zakład leczniczy";"Obwód odrębny Szpital Kolejowy im. dr med. Włodzimierza Roeflera, ul. Warsztatowa 1, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"160";"159";"109";"51";"0";"2";"0";"0";"0";"0";"0";"0";"0";"51";"0";"0";"51";"1";"0";"1";"0";"50";"27";"23"
"e453-dffd-d3a3-3816-1291-73f9-e515-e635";"142102";"41";"29";"miasto";"zakład leczniczy";"Obwód odrębny Szpital Powiatowy, Al. Armii Krajowej 2/4, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"30";"17";"13";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"0";"0";"0";"0";"17";"10";"7"
"4b67-147c-e6fc-832a-fca7-d8d2-b064-3c7e";"142102";"41";"30";"miasto";"dom pomocy społecznej";"Dom Seniora w Pruszkowie, ul. Ożarowska 2, 05-800 Pruszków";"m. Pruszków";"pruszkowski";"mazowieckie";"45";"39";"25";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"0";"1";"0";"19";"14";"5"
"cd85-00cd-fb1f-a900-633e-77d5-9016-b9ea";"142103";"41";"1";"miasto";"stały";"Szkoła Podstawowa nr 1 w Brwinowie, ul. marsz. J. Piłsudskiego 11, 05-840 Brwinów";"gm. Brwinów";"pruszkowski";"mazowieckie";"1600";"1656";"373";"1227";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"41";"16";"25";"0";"1185";"691";"494"
"e30d-c732-6159-1269-d82b-5b7e-7844-c3be";"142103";"41";"2";"miasto";"stały";"Hala sportowa w Brwinowie, ul. W. Moczydłowskiego 2, 05-840 Brwinów";"gm. Brwinów";"pruszkowski";"mazowieckie";"880";"987";"152";"728";"1";"5";"0";"0";"0";"0";"0";"0";"0";"727";"0";"0";"727";"31";"9";"22";"0";"696";"400";"296"
"ca5b-bf85-b0e8-10ab-675c-7929-366e-8cb0";"142103";"41";"3";"miasto";"stały";"Sala Konferencyjna na Stadionie Miejskim w Brwinowie, ul. Turystyczna 4, 05-840 Brwinów";"gm. Brwinów";"pruszkowski";"mazowieckie";"750";"841";"140";"610";"0";"6";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"20";"7";"13";"0";"590";"380";"210"
"d4c9-2e37-b122-dcc0-90e0-7e58-0e26-5186";"142103";"41";"4";"miasto";"stały";"Niepubliczne Przedszkole Integracyjne Sióstr Rodziny Maryi, ul. Szkolna 18, 05-840 Brwinów";"gm. Brwinów";"pruszkowski";"mazowieckie";"1371";"1512";"242";"1129";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1129";"0";"0";"1129";"24";"7";"17";"0";"1105";"642";"463"
"8245-3544-51b4-661f-8197-6414-c6c3-b9af";"142103";"41";"5";"miasto";"stały";"OSP w Brwinowie, ul. Pszczelińska 3, 05-840 Brwinów";"gm. Brwinów";"pruszkowski";"mazowieckie";"1490";"1621";"293";"1197";"6";"8";"0";"0";"0";"0";"0";"0";"0";"1197";"0";"0";"1197";"32";"9";"23";"0";"1165";"733";"432"
"4abb-c67a-74f4-8ec9-a679-8abb-9992-c14b";"142103";"41";"6";"miasto";"stały";"Gminny Ośrodek Kultury w Brwinowie, ul. T. W. Wilsona 2, 05-840 Brwinów";"gm. Brwinów";"pruszkowski";"mazowieckie";"1090";"1102";"228";"862";"1";"12";"26";"26";"1";"0";"0";"0";"25";"887";"25";"0";"887";"31";"16";"15";"0";"856";"486";"370"
"6dcd-8c24-7c6e-9c99-b8a1-d081-5f8b-146d";"142103";"41";"7";"miasto";"stały";"Przedszkole nr 1 w Brwinowie, ul. S. Lilpopa 4, 05-840 Brwinów";"gm. Brwinów";"pruszkowski";"mazowieckie";"1670";"1797";"301";"1369";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1369";"0";"0";"1369";"65";"26";"39";"0";"1304";"776";"528"
"1adb-109d-bbb6-2624-64a2-83ec-0512-3463";"142103";"41";"8";"miasto";"stały";"Zespół Szkół Ogólnokształcących w Brwinowie, ul. Żwirowa 16, 05-840 Brwinów";"gm. Brwinów";"pruszkowski";"mazowieckie";"910";"1022";"145";"765";"1";"9";"0";"0";"0";"0";"0";"0";"0";"765";"0";"1";"764";"35";"13";"22";"0";"729";"499";"230"
"6f02-8b92-8420-63d1-8a9c-9cad-a45f-0cd3";"142103";"41";"9";"wieś";"stały";"OSP w Biskupicach, Biskupice 51, 05-840 Biskupice";"gm. Brwinów";"pruszkowski";"mazowieckie";"669";"733";"314";"355";"0";"0";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"14";"5";"9";"0";"341";"147";"194"
"acbf-23d2-97f3-1c4d-8b5e-ea94-16fb-ce90";"142103";"41";"10";"wieś";"stały";"OSP w Mosznie, Moszna-Wieś 100, 05-840 Moszna-Wieś";"gm. Brwinów";"pruszkowski";"mazowieckie";"750";"828";"230";"520";"0";"2";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"14";"7";"7";"0";"506";"234";"272"
"c052-5aa9-97d7-89a1-02e0-51ff-48fd-1a73";"142103";"41";"11";"wieś";"stały";"Dom Gościnny Zalewskich Parzniew, ul. 36 Pułku Piechoty Legii Akademickiej 1, 05-804 Parzniew";"gm. Brwinów";"pruszkowski";"mazowieckie";"1300";"1469";"203";"1097";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1097";"0";"0";"1097";"34";"17";"17";"0";"1063";"767";"296"
"a048-e6e7-49b5-4289-9d59-850f-4abc-7002";"142103";"41";"12";"wieś";"stały";"Ośrodek Rekolekcyjny Kanie, ul. Nadarzyńska 21, 05-805 Kanie";"gm. Brwinów";"pruszkowski";"mazowieckie";"1740";"1924";"166";"1574";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1574";"0";"0";"1574";"50";"27";"23";"0";"1524";"970";"554"
"759b-c034-0374-3e15-fe73-a19c-2f0b-2f1a";"142103";"41";"13";"wieś";"stały";"Świetlica GOK w Otrębusach, ul. Krótka 10, 05-805 Otrębusy";"gm. Brwinów";"pruszkowski";"mazowieckie";"988";"1045";"127";"861";"2";"57";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"29";"11";"18";"0";"832";"535";"297"
"33e0-9971-88a9-d10c-e332-6e9c-53f2-95da";"142103";"41";"14";"miasto";"stały";"Szkoła Podstawowa w Otrębusach, ul. dr. M. Piaseckiego 2, 05-805 Otrębusy";"gm. Brwinów";"pruszkowski";"mazowieckie";"979";"1098";"104";"875";"0";"28";"0";"0";"0";"0";"0";"0";"0";"875";"0";"0";"875";"31";"8";"23";"0";"844";"596";"248"
"d559-746a-bfb9-6c87-6dc3-9556-4166-0700";"142103";"41";"15";"wieś";"stały";"Świetlica GOK w Owczarni, ul. Cyprysowa 4, 05-807 Owczarnia";"gm. Brwinów";"pruszkowski";"mazowieckie";"1030";"1151";"151";"879";"1";"7";"0";"0";"0";"0";"0";"0";"0";"878";"0";"0";"878";"24";"10";"14";"0";"854";"562";"292"
"5cfa-0377-633c-04ef-1ec4-f967-5c9d-b29c";"142103";"41";"16";"wieś";"stały";"OSP w Żółwinie, ul. Nadarzyńska 25, 05-807 Żółwin";"gm. Brwinów";"pruszkowski";"mazowieckie";"1169";"1307";"210";"959";"0";"6";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"31";"4";"27";"0";"928";"594";"334"
"8632-28c9-9f53-e97e-60f2-2a05-fecf-0462";"142104";"41";"1";"wieś";"stały";"Szkoła Podstawowa w Michałowicach, ul. Szkolna 15 (wejście od ul. Raszyńskiej, korytarz d. gimnazjum), 05-816 Michałowice";"gm. Michałowice";"pruszkowski";"mazowieckie";"1267";"1273";"234";"1032";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1033";"0";"1";"1032";"35";"16";"19";"0";"997";"651";"346"
"08ac-0895-be4c-da3f-b5f7-7a32-07e3-0d6b";"142104";"41";"2";"wieś";"stały";"Szkoła Podstawowa w Michałowicach, ul. Szkolna 15 (wejście od ul. Raszyńskiej, sala Nr 7E), 05-816 Michałowice";"gm. Michałowice";"pruszkowski";"mazowieckie";"1224";"1374";"118";"1106";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1105";"0";"0";"1105";"33";"8";"25";"0";"1072";"686";"386"
"fb58-a5a8-7788-98b7-6e58-8a54-4741-ae2b";"142104";"41";"3";"wieś";"stały";"Szkoła Podstawowa w Michałowicach, ul. Szkolna 15 (korytarz, wejście od ul. Szkolnej), 05-816 Michałowice";"gm. Michałowice";"pruszkowski";"mazowieckie";"1614";"1603";"291";"1323";"2";"26";"0";"0";"0";"0";"0";"0";"0";"1323";"0";"0";"1323";"45";"9";"36";"0";"1278";"829";"449"
"7b43-e6a9-3083-ae26-14fd-d044-ae22-facf";"142104";"41";"4";"wieś";"stały";"Świetlica wiejska, Reguły ul. Wiejska 13, 05-816 Michałowice";"gm. Michałowice";"pruszkowski";"mazowieckie";"1229";"1405";"108";"1119";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1121";"0";"3";"1118";"41";"14";"27";"0";"1077";"718";"359"
"c234-30dc-64c4-7bc9-13d2-0161-8f6d-3422";"142104";"41";"5";"wieś";"stały";"Świetlica wiejska, Pęcice ul. Zaułek 7, 05-806 Komorów";"gm. Michałowice";"pruszkowski";"mazowieckie";"939";"1044";"117";"822";"0";"7";"0";"0";"0";"0";"0";"0";"0";"822";"0";"0";"822";"22";"4";"18";"0";"800";"453";"347"
"57eb-b961-cc87-0e3c-ae75-1c6a-91e4-e098";"142104";"41";"6";"wieś";"stały";"Świetlica wiejska, ul. Kaliszany 18, 05-806 Komorów";"gm. Michałowice";"pruszkowski";"mazowieckie";"680";"712";"113";"567";"0";"3";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"15";"3";"12";"0";"552";"357";"195"
"ae69-b402-903a-a869-7d8f-b742-500f-0ce0";"142104";"41";"7";"wieś";"stały";"Zespół Szkół Ogólnokształcących, Aleja Marii Dąbrowskiej 12/20 (korytarz), 05-806 Komorów";"gm. Michałowice";"pruszkowski";"mazowieckie";"1100";"1046";"218";"882";"0";"3";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"27";"9";"18";"0";"852";"628";"224"
"9999-e409-f0f4-fa87-fb0c-3087-c94f-ab25";"142104";"41";"8";"wieś";"stały";"Zespół Szkół Ogólnokształcących, Aleja Marii Dąbrowskiej 12/20 (stołówka), 05-806 Komorów";"gm. Michałowice";"pruszkowski";"mazowieckie";"966";"951";"197";"769";"0";"11";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"38";"16";"22";"0";"730";"505";"225"
"d664-f224-7567-235a-ef28-a97c-f1e5-3ad5";"142104";"41";"9";"wieś";"stały";"Zespół Szkół Ogólnokształcących, Aleja Marii Dąbrowskiej 12/20 (sala gimnastyczna), 05-806 Komorów";"gm. Michałowice";"pruszkowski";"mazowieckie";"920";"907";"190";"732";"1";"14";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"26";"15";"11";"0";"704";"472";"232"
"be72-e546-6e8b-b985-19be-923a-cf68-b63d";"142104";"41";"10";"wieś";"stały";"Świetlica osiedlowa, Granica ul. Czeremchy 1, 05-806 Komorów";"gm. Michałowice";"pruszkowski";"mazowieckie";"1708";"1694";"352";"1353";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1356";"0";"0";"1356";"51";"18";"33";"0";"1305";"845";"460"
"94a5-d059-bd31-1f23-878c-d536-44b4-836d";"142104";"41";"11";"wieś";"stały";"Świetlica wiejska, Nowa Wieś ul. Główna 52B, 05-806 Komorów";"gm. Michałowice";"pruszkowski";"mazowieckie";"1762";"1815";"311";"1451";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1451";"0";"0";"1451";"34";"9";"25";"0";"1417";"879";"538"
"ae58-33a0-cb25-2c88-809c-6d34-2981-e6ea";"142105";"41";"1";"wieś";"stały";"Szkoła Podstawowa w Nadarzynie, ul. Sitarskich 4, 05-830 Nadarzyn";"gm. Nadarzyn";"pruszkowski";"mazowieckie";"1980";"2172";"301";"1679";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1676";"0";"1";"1675";"45";"18";"27";"0";"1630";"1017";"613"
"b132-a673-1e37-2278-de54-3917-01b4-958c";"142105";"41";"2";"wieś";"stały";"Nadarzyński Ośrodek Kultury w Nadarzynie, Plac Poniatowskiego 42, 05-830 Nadarzyn";"gm. Nadarzyn";"pruszkowski";"mazowieckie";"1819";"2031";"246";"1573";"1";"24";"0";"0";"0";"0";"0";"0";"0";"1573";"0";"0";"1573";"54";"25";"29";"0";"1519";"1055";"464"
"03f6-2f9e-2725-cd6f-711c-edf0-822e-e414";"142105";"41";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Nadarzynie, ul. Warszawska 15, 05-830 Nadarzyn";"gm. Nadarzyn";"pruszkowski";"mazowieckie";"1340";"1517";"256";"1084";"3";"31";"0";"0";"0";"0";"0";"0";"0";"1084";"0";"0";"1084";"42";"8";"34";"0";"1042";"690";"352"
"7c53-04f2-95bf-608e-fadf-27a2-9709-3b73";"142105";"41";"4";"wieś";"stały";"Szkoła Podstawowa w Ruścu, Rusiec ul. Osiedlowa 72, 05-830 Nadarzyn";"gm. Nadarzyn";"pruszkowski";"mazowieckie";"1829";"2065";"280";"1549";"2";"16";"0";"0";"0";"0";"0";"0";"0";"1547";"0";"0";"1547";"65";"22";"43";"0";"1482";"966";"516"
