"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Patryk Damian HAŁACZKIEWICZ";"Stanisław JURCEWICZ";"Aleksander Jakub SZWED"
"6c27-be87-2bc0-0d10-8fa9-abd1-4046-5d70";"022405";"5";"14";"wieś";"stały";"Świetlica Wiejska, Stolec 93, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"760";"824";"314";"446";"1";"2";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"6";"1";"5";"0";"440";"42";"180";"218"
"f547-8d1d-890e-57cc-cace-b82c-5069-8e97";"022405";"5";"15";"wieś";"stały";"Świetlica Wiejska, Zwrócona 20, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"590";"644";"238";"352";"0";"1";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"6";"2";"4";"0";"346";"46";"130";"170"
"dadf-a0ca-4256-94a1-6761-5b4d-f094-a6e8";"022405";"5";"16";"wieś";"stały";"Budynek Wielofunkcyjny, Braszowice 61A, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"981";"1069";"402";"579";"0";"0";"0";"0";"0";"0";"0";"0";"0";"579";"0";"0";"579";"6";"0";"6";"0";"573";"79";"179";"315"
"495b-0ff4-f939-43a6-1fa9-18b6-99cc-545d";"022405";"5";"17";"wieś";"stały";"Remiza Strażacka, Tarnów 29A, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"920";"985";"374";"546";"1";"0";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"10";"1";"9";"0";"536";"79";"207";"250"
"bf6b-e4d3-1bbb-1dc0-7bb2-c847-535c-4615";"022405";"5";"18";"wieś";"stały";"Świetlica Wiejska, Brodziszów 28, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"460";"506";"206";"254";"0";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"3";"0";"3";"0";"251";"39";"112";"100"
"d218-a0e1-a948-b5db-e25f-4cef-7726-85c5";"022405";"5";"19";"wieś";"stały";"Świetlica Wiejska, Sulisławice 12, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"630";"682";"304";"326";"0";"2";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"3";"1";"2";"0";"323";"37";"111";"175"
"f529-c43c-fd3c-aec8-dc78-946f-7c82-c4ad";"022405";"5";"20";"wieś";"stały";"Świetlica Wiejska, Bobolice 23, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"620";"673";"278";"342";"1";"4";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"7";"0";"7";"0";"335";"30";"100";"205"
"d089-d4b4-1aa8-0b50-5053-a701-ba4d-92d3";"022405";"5";"21";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Szpitalna 3, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"110";"106";"54";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56";"0";"0";"56";"3";"0";"3";"0";"53";"8";"21";"24"
"58ac-e209-4277-44d0-bb13-93ba-7d5d-b334";"022405";"5";"22";"miasto";"zakład leczniczy";"Szpital Świętego Antoniego, ul. Bolesława Chrobrego 5, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"30";"30";"20";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"0";"0";"0";"0";"10";"2";"6";"2"
"8de2-8070-0eee-6003-b1a6-b85f-2a0f-ca0a";"022406";"5";"1";"miasto";"stały";"Przedszkole na Orlej Polanie, ul. Adama Mickiewicza 18, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"820";"872";"317";"503";"1";"1";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"2";"1";"1";"0";"501";"56";"218";"227"
"9214-325c-4142-13cc-e24b-939c-a66b-a72a";"022406";"5";"2";"miasto";"stały";"Stadion Miejski w Ziębicach, ul. Sportowa 4, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"920";"1000";"401";"519";"0";"2";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"12";"0";"12";"0";"507";"77";"206";"224"
"2e20-8fae-9bc0-d790-e738-04eb-286d-a382";"022406";"5";"3";"miasto";"stały";"Urząd Miejski w Ziębicach, ul. Przemysłowa 10, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"800";"870";"358";"442";"0";"5";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"9";"2";"7";"0";"433";"60";"180";"193"
"e301-8c0c-0e33-60e7-d668-5671-506e-6691";"022406";"5";"4";"miasto";"stały";"Ziębickie Centrum Kultury, ul. Wojska Polskiego 10, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"780";"849";"310";"470";"0";"4";"0";"0";"0";"0";"0";"0";"0";"470";"0";"0";"470";"3";"1";"2";"0";"467";"63";"191";"213"
"95e5-8672-de8b-db93-e7ae-1fc1-0d1a-ce6f";"022406";"5";"5";"miasto";"stały";"Miejsko-Gminny Ośrodek Pomocy Społecznej, ul. Wałowa 65, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"800";"859";"396";"404";"2";"0";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"9";"4";"5";"0";"395";"44";"165";"186"
"2c49-705c-1172-bb56-41de-f39d-b8d8-e607";"022406";"5";"6";"miasto";"stały";"Centrum Informacji Turystycznej i Kulturalnej, ul. Grunwaldzka 1, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"1440";"1556";"725";"715";"0";"9";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"17";"14";"3";"0";"698";"110";"271";"317"
"38ef-bbd9-e8d6-92bc-13ad-7094-7a5a-b7ef";"022406";"5";"7";"miasto";"stały";"Przedszkole Miejskie nr 1, ul. Klasztorna 6, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"650";"698";"332";"318";"0";"1";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"4";"1";"3";"0";"314";"48";"121";"145"
"c289-e221-2c31-5618-b03e-6a3e-91d5-b289";"022406";"5";"8";"wieś";"stały";"Świetlica Wiejska w Rososznicy, Rososznica 49a, 57-224 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"530";"576";"262";"268";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"3";"1";"2";"0";"265";"31";"87";"147"
"7ef8-9a64-9ca8-a8d6-ad53-5831-32ce-9019";"022406";"5";"9";"wieś";"stały";"Świetlica Wiejska w Biernacicach, Biernacice 29, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"350";"383";"141";"209";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209";"0";"0";"209";"4";"0";"4";"0";"205";"26";"83";"96"
"4ae8-de59-604f-8d2b-f6b0-d1b7-e9eb-03eb";"022406";"5";"10";"wieś";"stały";"Świetlica Wiejska w Nowym Dworze, Nowy Dwór 40, 57-210 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"490";"534";"223";"267";"0";"1";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"10";"1";"9";"0";"257";"32";"46";"179"
"6985-5e26-1cc0-4233-26b1-6aef-9002-6851";"022406";"5";"11";"wieś";"stały";"Przedszkole Publiczne w Wadochowicach, Wadochowice 22, 57-210 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"500";"550";"232";"268";"2";"1";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"4";"0";"4";"0";"264";"29";"76";"159"
"53a5-260a-fb33-6586-6215-1ef6-227d-c3ca";"022406";"5";"12";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Lubnowie, Lubnów 42, 57-223 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"420";"459";"182";"238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"5";"5";"0";"0";"233";"29";"85";"119"
"e794-e873-6f70-b402-f4a9-e413-1aef-bd39";"022406";"5";"13";"wieś";"stały";"Zespół Szkół i Przedszkoli w Niedźwiedziu, Niedźwiedź 93c, 57-222 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"440";"470";"167";"273";"0";"0";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"6";"2";"4";"0";"267";"35";"81";"151"
"8634-4609-3f0c-1f63-fa47-b872-b095-c097";"022406";"5";"14";"wieś";"stały";"Zespół Szkół i Przedszkoli w Niedźwiedziu, Oddział Przedszkolny w Starczówku, Starczówek 20, 57-222 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"400";"447";"209";"191";"0";"2";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"4";"0";"4";"0";"187";"20";"43";"124"
"c896-4e8a-a629-5c92-1b18-ad5a-aa6f-728c";"022406";"5";"15";"wieś";"stały";"Świetlica Wiejska w Pomianowie Dolnym, Pomianów Dolny 81A, 57-223 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"430";"476";"170";"260";"0";"0";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"7";"2";"5";"0";"253";"32";"64";"157"
"8149-2206-8c25-ebcd-119e-78fc-f948-fc0e";"022406";"5";"16";"wieś";"stały";"Świetlica Wiejska w Czerńczycach, Czerńczyce 28c, 57-221 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"640";"699";"305";"335";"0";"2";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"6";"1";"5";"0";"329";"38";"94";"197"
"ab8d-964a-4aa8-9051-8bff-48cb-20b0-e61b";"022406";"5";"17";"wieś";"stały";"Ochotnicza Straż Pożarna w Henrykowie, ul. Słoneczna 9, 57-210 Henryków";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"920";"1006";"365";"555";"3";"6";"0";"0";"0";"0";"0";"0";"0";"555";"0";"0";"555";"14";"4";"10";"0";"541";"74";"196";"271"
"8b03-2efa-c4fc-09a6-3e47-8c5c-3f93-bfc1";"022406";"5";"18";"wieś";"stały";"Świetlica Wiejska w Wigańcicach, Wigańcice 62a, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"530";"587";"259";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"8";"0";"8";"0";"263";"49";"80";"134"
"4d39-79b9-5575-dc75-20e4-17d7-5786-84f4";"022406";"5";"19";"wieś";"stały";"Świetlica Wiejska w Dębowcu, Dębowiec 26B, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"410";"452";"191";"219";"0";"2";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"2";"0";"2";"0";"217";"42";"72";"103"
"7093-dd29-6cf3-b3bc-882f-dbfe-6cba-7c2e";"022406";"5";"20";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Ziębicach, ul. Kościelna 10, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"88";"86";"38";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"50";"1";"0";"1";"0";"49";"12";"18";"19"
"fe32-5315-490e-c0bf-0f6a-2c04-8b9d-1f35";"022406";"5";"21";"wieś";"dom pomocy społecznej";"Dom Opieki Św. Jadwigi Śląskiej Caritas Archidiecezji Wrocławskiej w Henrykowie, Plac Cystersów 4d, 57-210 Henryków";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"60";"62";"40";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"6";"3";"11"
"a84b-cf7a-08b4-ceb2-1b5a-fb0a-b59a-0a53";"022406";"5";"22";"miasto";"zakład leczniczy";"PHM Sp. z o. o. Oddział Terenowy Ziębice, Kolejowa 29, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"93";"85";"64";"29";"0";"2";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"0";"0";"0";"0";"29";"3";"16";"10"
"955d-325f-36d6-108f-030a-0865-510c-df7b";"022406";"5";"23";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „Złota Jesień”, ul. Wałowa 44B, 57-220 Ziębice";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"24";"27";"11";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"0";"0";"0";"0";"13";"0";"3";"10"
"b775-815b-6137-f145-8300-2a69-47dd-bde7";"022407";"5";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Chemików 8, 57-250 Złoty Stok";"gm. Złoty Stok";"ząbkowicki";"dolnośląskie";"670";"730";"297";"373";"0";"13";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"10";"2";"8";"0";"363";"49";"156";"158"
"0fee-de85-5dc6-c7f8-53aa-352d-02b1-b40d";"022407";"5";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Chemików 8, 57-250 Złoty Stok";"gm. Złoty Stok";"ząbkowicki";"dolnośląskie";"670";"724";"327";"343";"1";"2";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"6";"2";"4";"0";"337";"48";"131";"158"
"7ab3-0d0d-7789-c2e3-8e8c-0757-4a6a-bf7e";"022407";"5";"3";"miasto";"stały";"Szkoła Podstawowa, ul. Chemików 8, 57-250 Złoty Stok";"gm. Złoty Stok";"ząbkowicki";"dolnośląskie";"700";"730";"263";"437";"0";"0";"1";"1";"0";"0";"0";"0";"1";"438";"1";"0";"438";"8";"0";"8";"0";"430";"58";"206";"166"
"4173-c0e1-666d-a521-418a-bec5-62c6-d999";"022407";"5";"4";"wieś";"stały";"Świetlica Wiejska, Błotnica 15, 57-250 Złoty Stok";"gm. Złoty Stok";"ząbkowicki";"dolnośląskie";"270";"294";"125";"145";"0";"2";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"5";"0";"5";"0";"140";"20";"42";"78"
"666b-b664-a0ec-edd2-158b-5bf2-f7c4-e9d3";"022407";"5";"5";"wieś";"stały";"Remiza OSP, Mąkolno 48a, 57-250 Złoty Stok";"gm. Złoty Stok";"ząbkowicki";"dolnośląskie";"380";"412";"170";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"1";"0";"1";"0";"209";"26";"64";"119"
"8a0f-8358-8c60-ce6f-eec8-b250-692c-99f6";"022407";"5";"6";"wieś";"stały";"Świetlica Wiejska, Chwalisław 50, 57-250 Złoty Stok";"gm. Złoty Stok";"ząbkowicki";"dolnośląskie";"170";"192";"72";"98";"0";"0";"0";"0";"0";"0";"0";"0";"0";"98";"0";"0";"98";"1";"0";"1";"0";"97";"19";"28";"50"
"9a3e-7423-b1b9-534c-7f39-aa5a-1b56-ee76";"022407";"5";"7";"wieś";"stały";"Świetlica Wiejska, Laski 126, 57-251 Złoty Stok";"gm. Złoty Stok";"ząbkowicki";"dolnośląskie";"470";"513";"221";"249";"1";"2";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"9";"2";"7";"0";"240";"35";"76";"129"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
